actionId,kind,postNum,sentenceId,sourceDisposition,sentenceStart,sentenceEnd,sentenceText,populationMembership,oldOccurrenceKeys,oldCategories,proposedPrimaryCategory,proposedSecondarySemantics,proposedReviewDispositions,recordsWithdrawn,withdrawReason,metadataTransferred,relationshipsPreserved,ruleCode,confidence,humanReviewRequired,beforeCountEffect,afterCountEffect
A-MP-p0337-s006,MULTI_PRIMARY_RESOLUTION,337,p0337-s006,q_authored,254,314,Re-read crumbs re: slave grip the D's have on the black pop.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,337|claims|254|314 337|directives|254|314,claims@254..314[EXACT] directives@254..314[EXACT],directive,claim,,,,337|claims|254|314 337|directives|254|314,,R2_IMPERATIVE,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p3371-s000,MULTI_PRIMARY_RESOLUTION,3371,p3371-s000,q_authored,10,101,Sometimes you need to 'take one for the team publicly' before you are vindicated as a hero.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,3371|claims|10|101 3371|directives|10|101,claims@10..101[EXACT] directives@10..101[EXACT],directive,claim,,,,3371|claims|10|101 3371|directives|10|101,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p3385-s002,MULTI_PRIMARY_RESOLUTION,3385,p3385-s002,q_authored,142,189,Expect a lot more to become public (unsealing).,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,3385|predictions|142|189 3385|directives|142|189,predictions@142..189[EXACT] directives@142..189[EXACT],prediction,directive,,,,3385|predictions|142|189 3385|directives|142|189,,R5_FUTURE_FRAME,MEDIUM,false,predictions:-1 directives:-1,prediction:+1 primary · directive:+1 secondary
A-MP-p0034-s002,MULTI_PRIMARY_RESOLUTION,34,p0034-s002,q_authored,,,,MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,34|claims|457|483 34|predictions|280|456,claims@457..483[PARTIAL] predictions@280..456[PARTIAL],claim,prediction,,34|claims|457|483 34|predictions|280|456,partial span superseded by the complete sentence,34|claims|457|483 34|predictions|280|456,,R4_DECLARATIVE,MEDIUM,false,claims:-1 predictions:-1,claim:+1 primary · prediction:+1 secondary
A-MP-p0345-s003,MULTI_PRIMARY_RESOLUTION,345,p0345-s003,q_authored,69,112,Archive - watchers will now erase from web.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,345|predictions|69|112 345|directives|69|112,predictions@69..112[EXACT] directives@69..112[EXACT],directive,prediction,,,,345|predictions|69|112 345|directives|69|112,,R2_IMPERATIVE,MEDIUM,false,predictions:-1 directives:-1,directive:+1 primary · prediction:+1 secondary
A-MP-p0035-s001,MULTI_PRIMARY_RESOLUTION,35,p0035-s001,q_authored,165,230,It is time to take back our country and make America great again.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,35|claims|165|230 35|directives|165|230,claims@165..230[EXACT] directives@165..230[EXACT],claim,directive,,,,35|claims|165|230 35|directives|165|230,,R4_DECLARATIVE,MEDIUM,false,claims:-1 directives:-1,claim:+1 primary · directive:+1 secondary
A-MP-p0035-s002,MULTI_PRIMARY_RESOLUTION,35,p0035-s002,q_authored,231,388,"Let us salute and pray for the brave men and women in uniform who will undertake this assignment to bring forth peace, unity, and return power to the people.",MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,35|predictions|231|388 35|directives|231|388,predictions@231..388[EXACT] directives@231..388[EXACT],prediction,directive,,,,35|predictions|231|388 35|directives|231|388,,R3_FUTURE_ASSERTION,MEDIUM,false,predictions:-1 directives:-1,prediction:+1 primary · directive:+1 secondary
A-MP-p3593-s003,MULTI_PRIMARY_RESOLUTION,3593,p3593-s003,q_authored,204,404,"For our struggle is not against flesh and blood, but against the rulers, against the authorities, against the powers of this dark world and against the spiritual forces of evil in the heavenly realms.",MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,3593|claims|208|403 3593|directives|204|404,claims@208..403[PARTIAL] directives@204..404[EXACT],directive,claim,,3593|claims|208|403,partial span superseded by the complete sentence,3593|claims|208|403 3593|directives|204|404,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p3594-s003,MULTI_PRIMARY_RESOLUTION,3594,p3594-s003,q_authored,191,391,"For our struggle is not against flesh and blood, but against the rulers, against the authorities, against the powers of this dark world and against the spiritual forces of evil in the heavenly realms.",MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,3594|claims|195|390 3594|directives|191|391,claims@195..390[PARTIAL] directives@191..391[EXACT],directive,claim,,3594|claims|195|390,partial span superseded by the complete sentence,3594|claims|195|390 3594|directives|191|391,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p0037-s004,MULTI_PRIMARY_RESOLUTION,37,p0037-s004,q_authored,289,311,LET JUSTICE BE SERVED.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,37|claims|289|311 37|directives|289|311,claims@289..311[EXACT] directives@289..311[EXACT],directive,claim,,,,37|claims|289|311 37|directives|289|311,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p3728-s002,MULTI_PRIMARY_RESOLUTION,3728,p3728-s002,q_authored,127,186,Sometimes you must sacrifice yourself for the greater good.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,3728|claims|127|186 3728|directives|127|186,claims@127..186[EXACT] directives@127..186[EXACT],directive,claim,,,,3728|claims|127|186 3728|directives|127|186,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p0038-s008,MULTI_PRIMARY_RESOLUTION,38,p0038-s008,q_authored,294,332,Note NG deployments starting tomorrow.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,38|predictions|294|332 38|directives|294|332,predictions@294..332[EXACT] directives@294..332[EXACT],directive,prediction,,,,38|predictions|294|332 38|directives|294|332,,R2_IMPERATIVE,MEDIUM,false,predictions:-1 directives:-1,directive:+1 primary · prediction:+1 secondary
A-MP-p3907-s032,MULTI_PRIMARY_RESOLUTION,3907,p3907-s032,q_authored,1493,1512,WE MUST RISE AGAIN.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,3907|claims|1493|1512 3907|directives|1493|1512,claims@1493..1512[EXACT] directives@1493..1512[EXACT],directive,claim,,,,3907|claims|1493|1512 3907|directives|1493|1512,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p3907-s033,MULTI_PRIMARY_RESOLUTION,3907,p3907-s033,q_authored,1513,1533,WE MUST UNITE AGAIN.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,3907|claims|1513|1533 3907|directives|1513|1533,claims@1513..1533[EXACT] directives@1513..1533[EXACT],directive,claim,,,,3907|claims|1513|1533 3907|directives|1513|1533,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p3907-s034,MULTI_PRIMARY_RESOLUTION,3907,p3907-s034,q_authored,1534,1554,WE MUST FIGHT AGAIN.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,3907|claims|1534|1554 3907|directives|1534|1554,claims@1534..1554[EXACT] directives@1534..1554[EXACT],directive,claim,,,,3907|claims|1534|1554 3907|directives|1534|1554,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p3929-s000,MULTI_PRIMARY_RESOLUTION,3929,p3929-s000,q_authored,0,61,Patriots: be cautious in your interpretations of info posted.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,3929|claims|0|61 3929|directives|0|61,claims@0..61[EXACT] directives@0..61[EXACT],directive,claim,,,,3929|claims|0|61 3929|directives|0|61,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p4024-s001,MULTI_PRIMARY_RESOLUTION,4024,p4024-s001,q_authored,47,66,YOU MUST SHOW THEM.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4024|claims|47|66 4024|directives|47|66,claims@47..66[EXACT] directives@47..66[EXACT],directive,claim,,,,4024|claims|47|66 4024|directives|47|66,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p4076-s002,MULTI_PRIMARY_RESOLUTION,4076,p4076-s002,q_authored,135,154,YOU MUST SHOW THEM.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4076|claims|135|154 4076|directives|135|154,claims@135..154[EXACT] directives@135..154[EXACT],directive,claim,,,,4076|claims|135|154 4076|directives|135|154,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p4089-s001,MULTI_PRIMARY_RESOLUTION,4089,p4089-s001,q_authored,47,66,YOU MUST SHOW THEM.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4089|claims|47|66 4089|directives|47|66,claims@47..66[EXACT] directives@47..66[EXACT],directive,claim,,,,4089|claims|47|66 4089|directives|47|66,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p4115-s002,MULTI_PRIMARY_RESOLUTION,4115,p4115-s002,q_authored,202,221,YOU MUST SHOW THEM.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4115|claims|202|221 4115|directives|202|221,claims@202..221[EXACT] directives@202..221[EXACT],directive,claim,,,,4115|claims|202|221 4115|directives|202|221,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p4121-s002,MULTI_PRIMARY_RESOLUTION,4121,p4121-s002,q_authored,91,110,YOU MUST SHOW THEM.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4121|claims|91|110 4121|directives|91|110,claims@91..110[EXACT] directives@91..110[EXACT],directive,claim,,,,4121|claims|91|110 4121|directives|91|110,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p4127-s002,MULTI_PRIMARY_RESOLUTION,4127,p4127-s002,q_authored,78,147,[note: they all read from a teleprompter - who controls the message?],MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,4127|claims|85|118 4127|questions|78|147,claims@85..118[PARTIAL] questions@78..147[EXACT],claim,question,,4127|claims|85|118,partial span superseded by the complete sentence,4127|claims|85|118 4127|questions|78|147,,R4_DECLARATIVE,MEDIUM,false,claims:-1 questions:-1,claim:+1 primary · question:+1 secondary
A-MP-p4226-s002,MULTI_PRIMARY_RESOLUTION,4226,p4226-s002,q_authored,82,130,"But, you must go back before you can go forward.",MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4226|claims|82|130 4226|directives|82|130,claims@82..130[EXACT] directives@82..130[EXACT],directive,claim,,,,4226|claims|82|130 4226|directives|82|130,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p4246-s002,MULTI_PRIMARY_RESOLUTION,4246,p4246-s002,q_authored,101,120,YOU MUST SHOW THEM.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4246|claims|101|120 4246|directives|101|120,claims@101..120[EXACT] directives@101..120[EXACT],directive,claim,,,,4246|claims|101|120 4246|directives|101|120,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p4250-s002,MULTI_PRIMARY_RESOLUTION,4250,p4250-s002,q_authored,93,130,It's time to stand [lead by example].,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4250|claims|93|130 4250|directives|93|130,claims@93..130[EXACT] directives@93..130[EXACT],directive,claim,,,,4250|claims|93|130 4250|directives|93|130,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p0043-s003,MULTI_PRIMARY_RESOLUTION,43,p0043-s003,q_authored,226,353,Simply be diligent - phone numbers will be provided if you witness an uprising or other domestic violence (in addition to 911).,MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,43|claims|247|353 43|directives|226|353,claims@247..353[PARTIAL] directives@226..353[EXACT],directive,claim,,43|claims|247|353,partial span superseded by the complete sentence,43|claims|247|353 43|directives|226|353,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p0043-s005,MULTI_PRIMARY_RESOLUTION,43,p0043-s005,q_authored,434,467,Watch for confirmations tomorrow.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,43|predictions|434|467 43|directives|434|467,predictions@434..467[EXACT] directives@434..467[EXACT],directive,prediction,,,,43|predictions|434|467 43|directives|434|467,,R2_IMPERATIVE,MEDIUM,false,predictions:-1 directives:-1,directive:+1 primary · prediction:+1 secondary
A-MP-p4316-s001,MULTI_PRIMARY_RESOLUTION,4316,p4316-s001,q_authored,57,109,"Fear not, all will be well right after the election.",MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4316|predictions|57|109 4316|directives|57|109,predictions@57..109[EXACT] directives@57..109[EXACT],prediction,directive,,,,4316|predictions|57|109 4316|directives|57|109,,R5_FUTURE_FRAME,MEDIUM,false,predictions:-1 directives:-1,prediction:+1 primary · directive:+1 secondary
A-MP-p4461-s005,MULTI_PRIMARY_RESOLUTION,4461,p4461-s005,q_authored,331,350,YOU MUST SHOW THEM.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4461|claims|331|350 4461|directives|331|350,claims@331..350[EXACT] directives@331..350[EXACT],directive,claim,,,,4461|claims|331|350 4461|directives|331|350,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p4509-s007,MULTI_PRIMARY_RESOLUTION,4509,p4509-s007,q_authored,477,712,Mission 3: Guide [awaken] others through use of facts [DECLAS 1-99 material and other relevant facts] and memes [decouple MSDNC control of info stream] _ask 'counter' questions to initiate 'thought' vs repeat [echo] of MSDNC propaganda,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4509|claims|477|712 4509|directives|477|712,claims@477..712[EXACT] directives@477..712[EXACT],directive,claim,,,,4509|claims|477|712 4509|directives|477|712,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p4543-s004,MULTI_PRIMARY_RESOLUTION,4543,p4543-s004,q_authored,491,526,Appropriate action should be taken.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4543|claims|491|526 4543|directives|491|526,claims@491..526[EXACT] directives@491..526[EXACT],directive,claim,,,,4543|claims|491|526 4543|directives|491|526,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p4604-s001,MULTI_PRIMARY_RESOLUTION,4604,p4604-s001,q_authored,97,121,Batten down the hatches.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4604|claims|97|121 4604|directives|97|121,claims@97..121[EXACT] directives@97..121[EXACT],directive,claim,,,,4604|claims|97|121 4604|directives|97|121,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p4641-s002,MULTI_PRIMARY_RESOLUTION,4641,p4641-s002,q_authored,65,84,You must show them.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4641|claims|65|84 4641|directives|65|84,claims@65..84[EXACT] directives@65..84[EXACT],directive,claim,,,,4641|claims|65|84 4641|directives|65|84,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p0465-s001,MULTI_PRIMARY_RESOLUTION,465,p0465-s001,q_authored,16,40,No other platforms used.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,465|claims|16|40 465|directives|16|40,claims@16..40[EXACT] directives@16..40[EXACT],directive,claim,,,,465|claims|16|40 465|directives|16|40,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p4664-s002,MULTI_PRIMARY_RESOLUTION,4664,p4664-s002,q_authored,120,176,Excellent Q - you should ask (as should every American).,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4664|claims|120|176 4664|directives|120|176,claims@120..176[EXACT] directives@120..176[EXACT],directive,claim,,,,4664|claims|120|176 4664|directives|120|176,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p4685-s014,MULTI_PRIMARY_RESOLUTION,4685,p4685-s014,q_authored,859,878,You must show them.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4685|claims|859|878 4685|directives|859|878,claims@859..878[EXACT] directives@859..878[EXACT],directive,claim,,,,4685|claims|859|878 4685|directives|859|878,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p4722-s009,MULTI_PRIMARY_RESOLUTION,4722,p4722-s009,q_authored,118,175,"Make no mistake, they will not concede on Election Night.",MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4722|predictions|118|175 4722|directives|118|175,predictions@118..175[EXACT] directives@118..175[EXACT],prediction,directive,,,,4722|predictions|118|175 4722|directives|118|175,,R5_FUTURE_FRAME,MEDIUM,false,predictions:-1 directives:-1,prediction:+1 primary · directive:+1 secondary
A-MP-p4722-s010,MULTI_PRIMARY_RESOLUTION,4722,p4722-s010,q_authored,176,247,"Make no mistake, they will contest this legally in battleground states.",MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4722|predictions|176|247 4722|directives|176|247,predictions@176..247[EXACT] directives@176..247[EXACT],prediction,directive,,,,4722|predictions|176|247 4722|directives|176|247,,R5_FUTURE_FRAME,MEDIUM,false,predictions:-1 directives:-1,prediction:+1 primary · directive:+1 secondary
A-MP-p4722-s011,MULTI_PRIMARY_RESOLUTION,4722,p4722-s011,q_authored,248,312,"Make no mistake, they will project doubt in the election results",MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4722|predictions|248|312 4722|directives|248|312,predictions@248..312[EXACT] directives@248..312[EXACT],prediction,directive,,,,4722|predictions|248|312 4722|directives|248|312,,R5_FUTURE_FRAME,MEDIUM,false,predictions:-1 directives:-1,prediction:+1 primary · directive:+1 secondary
A-MP-p4722-s012,MULTI_PRIMARY_RESOLUTION,4722,p4722-s012,q_authored,313,392,"Make no mistake, they will organize massive riots and attempt Anarchy-99 design",MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4722|predictions|313|392 4722|directives|313|392,predictions@313..392[EXACT] directives@313..392[EXACT],prediction,directive,,,,4722|predictions|313|392 4722|directives|313|392,,R5_FUTURE_FRAME,MEDIUM,false,predictions:-1 directives:-1,prediction:+1 primary · directive:+1 secondary
A-MP-p4746-s000,MULTI_PRIMARY_RESOLUTION,4746,p4746-s000,q_authored,0,22,Let the truth be told.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4746|claims|0|22 4746|directives|0|22,claims@0..22[EXACT] directives@0..22[EXACT],directive,claim,,,,4746|claims|0|22 4746|directives|0|22,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p4772-s000,MULTI_PRIMARY_RESOLUTION,4772,p4772-s000,q_authored,0,60,Never bring an arrow [in a quiver] to a LOSBR missile fight.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4772|claims|0|60 4772|directives|0|60,claims@0..60[EXACT] directives@0..60[EXACT],directive,claim,,,,4772|claims|0|60 4772|directives|0|60,,R2_IMPERATIVE,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p4782-s015,MULTI_PRIMARY_RESOLUTION,4782,p4782-s015,q_authored,557,687,FUNDS: EXPENSES V. PAYOUTS [for 'causes'] _analyze % [how much of the actual donated money actually goes to help select 'causes']?,MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,4782|claims|557|687 4782|questions|576|687,claims@557..687[EXACT] questions@576..687[PARTIAL],question,claim,,4782|questions|576|687,partial span superseded by the complete sentence,4782|claims|557|687 4782|questions|576|687,,R1_INTERROGATIVE,MEDIUM,false,claims:-1 questions:-1,question:+1 primary · claim:+1 secondary
A-MP-p4871-s000,MULTI_PRIMARY_RESOLUTION,4871,p4871-s000,q_authored,0,119,"NAT SEC concerns re: blackmail [gain control] of J. Biden by Russia, China and/or other foreign [or domestic] entities?",MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,4871|claims|0|119 4871|questions|52|119,claims@0..119[EXACT] questions@52..119[PARTIAL],question,claim,,4871|questions|52|119,partial span superseded by the complete sentence,4871|claims|0|119 4871|questions|52|119,,R1_INTERROGATIVE,MEDIUM,false,claims:-1 questions:-1,question:+1 primary · claim:+1 secondary
A-MP-p4888-s001,MULTI_PRIMARY_RESOLUTION,4888,p4888-s001,q_authored,92,137,Subpoena of all H. Biden's financial records?,MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,4888|claims|92|137 4888|questions|111|137,claims@92..137[EXACT] questions@111..137[PARTIAL],question,claim,,4888|questions|111|137,partial span superseded by the complete sentence,4888|claims|92|137 4888|questions|111|137,,R1_INTERROGATIVE,MEDIUM,false,claims:-1 questions:-1,question:+1 primary · claim:+1 secondary
A-MP-p4891-s010,MULTI_PRIMARY_RESOLUTION,4891,p4891-s010,q_authored,481,582,Why wouldn't H. Biden want to reclaim *knowing* the contents on the drive could bury *Pops* & family.,MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,4891|claims|497|582 4891|questions|481|582,claims@497..582[PARTIAL] questions@481..582[EXACT],claim,question,,4891|claims|497|582,partial span superseded by the complete sentence,4891|claims|497|582 4891|questions|481|582,,R4_DECLARATIVE,MEDIUM,false,claims:-1 questions:-1,claim:+1 primary · question:+1 secondary
A-MP-p4891-s001,MULTI_PRIMARY_RESOLUTION,4891,p4891-s001,q_authored,70,122,Why would H. Biden have such material on his laptop?,MULTI_PRIMARY_117 CONTAINED_PARTIAL_28,4891|claims|80|121 4891|questions|70|122,claims@80..121[PARTIAL] questions@70..122[EXACT],question,claim,,4891|claims|80|121,partial span superseded by the complete sentence,4891|claims|80|121 4891|questions|70|122,,R1_INTERROGATIVE,MEDIUM,false,claims:-1 questions:-1,question:+1 primary · claim:+1 secondary
A-MP-p4908-s001,MULTI_PRIMARY_RESOLUTION,4908,p4908-s001,q_authored,47,66,YOU MUST SHOW THEM.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4908|claims|47|66 4908|directives|47|66,claims@47..66[EXACT] directives@47..66[EXACT],directive,claim,,,,4908|claims|47|66 4908|directives|47|66,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p4951-s012,MULTI_PRIMARY_RESOLUTION,4951,p4951-s012,q_authored,438,508,Sometimes you must walk through the darkness before you see the light.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4951|claims|438|508 4951|directives|438|508,claims@438..508[EXACT] directives@438..508[EXACT],directive,claim,,,,4951|claims|438|508 4951|directives|438|508,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p4963-s009,MULTI_PRIMARY_RESOLUTION,4963,p4963-s009,q_authored,148,171,Time to show the world.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,4963|claims|148|171 4963|directives|148|171,claims@148..171[EXACT] directives@148..171[EXACT],directive,claim,,,,4963|claims|148|171 4963|directives|148|171,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p0513-s002,MULTI_PRIMARY_RESOLUTION,513,p0513-s002,q_authored,49,88,NO comms made outside of this platform.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,513|claims|49|88 513|directives|49|88,claims@49..88[EXACT] directives@49..88[EXACT],directive,claim,,,,513|claims|49|88 513|directives|49|88,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p0513-s003,MULTI_PRIMARY_RESOLUTION,513,p0513-s003,q_authored,89,185,Any claims that contradict the above should be considered FAKE NEWS and disregarded immediately.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,513|claims|89|185 513|directives|89|185,claims@89..185[EXACT] directives@89..185[EXACT],directive,claim,,,,513|claims|89|185 513|directives|89|185,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p0515-s003,MULTI_PRIMARY_RESOLUTION,515,p0515-s003,q_authored,83,109,Suggest new board created.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,515|claims|83|109 515|directives|83|109,claims@83..109[EXACT] directives@83..109[EXACT],directive,claim,,,,515|claims|83|109 515|directives|83|109,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
A-MP-p0586-s021,MULTI_PRIMARY_RESOLUTION,586,p0586-s021,q_authored,937,964,"If you are religious, PRAY.",MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,586|claims|937|964 586|directives|937|964,claims@937..964[EXACT] directives@937..964[EXACT],claim,directive,,,,586|claims|937|964 586|directives|937|964,,R4_DECLARATIVE,MEDIUM,false,claims:-1 directives:-1,claim:+1 primary · directive:+1 secondary
A-MP-p0061-s004,MULTI_PRIMARY_RESOLUTION,61,p0061-s004,q_authored,209,251,Expect outages periodically (infiltrated).,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,61|predictions|209|251 61|directives|209|251,predictions@209..251[EXACT] directives@209..251[EXACT],prediction,directive,,,,61|predictions|209|251 61|directives|209|251,,R5_FUTURE_FRAME,MEDIUM,false,predictions:-1 directives:-1,prediction:+1 primary · directive:+1 secondary
A-MP-p0651-s001,MULTI_PRIMARY_RESOLUTION,651,p0651-s001,q_authored,41,53,Expect more.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,651|predictions|41|53 651|directives|41|53,predictions@41..53[EXACT] directives@41..53[EXACT],prediction,directive,,,,651|predictions|41|53 651|directives|41|53,,R5_FUTURE_FRAME,MEDIUM,false,predictions:-1 directives:-1,prediction:+1 primary · directive:+1 secondary
A-MP-p0066-s000,MULTI_PRIMARY_RESOLUTION,66,p0066-s000,q_authored,12,32,Let's be real clear.,MULTI_PRIMARY_117 MULTI_PRIMARY_EXACT_89,66|claims|12|32 66|directives|12|32,claims@12..32[EXACT] directives@12..32[EXACT],directive,claim,,,,66|claims|12|32 66|directives|12|32,,R2B_IMPERATIVE_CERTIFIED,MEDIUM,false,claims:-1 directives:-1,directive:+1 primary · claim:+1 secondary
