postNum,recordId,occurrenceIndex,fullSentence,directivePhrase,religiousSegment,lineIndex,authorshipState,sourceType,originalPostNum,ruling,religious
"1449","1449#0","0","Enjoy the show.","Enjoy the show.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"145","145#0","0","Pray.","Pray.","","7","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","true"
"1450","1450#0","0","See prev pic.","See prev pic.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1453","1453#0","0","Re_read (again).","Re_read (again).","","15","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1455","1455#0","0","Find the markers [street/surroundings updates]","Find the markers [street/surroundings updates]","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1455","1455#1","1","Contact window(s) [GOOD]","Contact window(s) [GOOD]","","11","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1456","1456#0","0","Think Hyde Park.","Think Hyde Park.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1456","1456#1","1","Think prev pic [2] people.","Think prev pic [2] people.","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"146","146#0","0","Pray.","Pray.","","7","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","true"
"1460","1460#0","0","Learn.","Learn.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1460","1460#1","1","Use logic.","Use logic.","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1471","1471#0","0","Think strategically.","Think strategically.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1471","1471#1","1","Let them all DIG THEIR OWN GRAVES.","Let them all DIG THEIR OWN GRAVES.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1475","1475#0","0","GODSPEED ONE AND ALL.","GODSPEED ONE AND ALL.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_BLESSING_OR_VALEDICTION","false"
"1479","1479#0","0","Think hack.","Think hack.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"148","148#0","0","Read between the lines.","Read between the lines.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"148","148#1","1","Update the graphic.","Update the graphic.","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"148","148#2","2","Godspeed.","Godspeed.","","12","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_BLESSING_OR_VALEDICTION","false"
"1487","1487#0","0","Think new arrivals.","Think new arrivals.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1489","1489#0","0","DO NOT BE SILENT (MAJORITY).","DO NOT BE SILENT (MAJORITY).","","19","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1489","1489#1","1","TRUST YOURSELF.","TRUST YOURSELF.","","26","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1489","1489#2","2","Expect bigger push.","Expect bigger push.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1492","1492#0","0","STOP AFTER EACH SENTENCE.","STOP AFTER EACH SENTENCE.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1492","1492#1","1","ANALYZE.","ANALYZE.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1492","1492#2","2","UNDERSTAND SIGNIFICANCE.","UNDERSTAND SIGNIFICANCE.","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1492","1492#3","3","RE_READ.","RE_READ.","","6","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1492","1492#4","4","CONTINUE.","CONTINUE.","","7","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1492","1492#5","5","THINK WHY.","THINK WHY.","","9","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1492","1492#6","6","Re_read 10x 50x 100x.","Re_read 10x 50x 100x.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1494","1494#0","0","USE LOGIC.","USE LOGIC.","","6","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1496","1496#0","0","Be loud.","Be loud.","","14","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1496","1496#1","1","Be heard.","Be heard.","","15","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1496","1496#2","2","Fight for TRUTH.","Fight for TRUTH.","","16","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"15","15#0","0","Realize Soros, Clintons, Obama, Putin, etc. are all controlled by 3 families (the 4th was removed post Trump's victory).","Realize Soros, Clintons, Obama, Putin, etc. are all controlled by 3 families (the 4th was removed post Trump's victory).","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1503","1503#0","0","Think meeting yesterday.","Think meeting yesterday.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1504","1504#0","0","Re_read drops re: private emails re: convicting HRC = convicting themselves.","Re_read drops re: private emails re: convicting HRC = convicting themselves.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1505","1505#0","0","Have a wonderful weekend.","Have a wonderful weekend.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1505","1505#1","1","Trust in your President!","Trust in your President!","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1506","1506#0","0","Check timestamp.","Check timestamp.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1509","1509#0","0","Search Hussein admin.","Search Hussein admin.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"151","151#0","0","Have faith, Patriots.","Have faith, Patriots.","","39","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_STATEMENT_OR_HEADING","true"
"1510","1510#0","0","Keep your eyes on the ball.","Keep your eyes on the ball.","","10","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1510","1510#1","1","Watch the vid again if you need clarity ('speech that will get POTUS elected').","Watch the vid again if you need clarity ('speech that will get POTUS elected').","","12","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1511","1511#0","0","Search foreign posts (State).","Search foreign posts (State).","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1512","1512#0","0","Note CF children drop in IG report.","Note CF children drop in IG report.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1517","1517#0","0","Think:","Think:","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1517","1517#1","1","Careful of clickbait.","Careful of clickbait.","","11","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1520","1520#0","0","Have faith.","Have faith.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_STATEMENT_OR_HEADING","true"
"1524","1524#0","0","Track history.","Track history.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1525","1525#0","0","Listen carefully.","Listen carefully.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"153","153#0","0","Ask yourself an honest question, why would a billionaire who has it all, fame, fortune, a warm and loving family, friends, etc. want to endanger himself and his family by becoming POTUS?","Ask yourself an honest question, why would a billionaire who has it all, fame, fortune, a warm and loving family, friends, etc. want to endanger himself and his family by becoming POTUS?","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"153","153#1","1","Make a list.","Make a list.","","19","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"153","153#2","2","Reconcile.","Reconcile.","","20","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"153","153#3","3","Follow the money.","Follow the money.","","25","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"153","153#4","4","Laugh.","Laugh.","","19","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1534","1534#0","0","Enjoy the show.","Enjoy the show.","","7","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1535","1535#0","0","Review lawsuit.","Review lawsuit.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1535","1535#1","1","Review GoFundMe plea.","Review GoFundMe plea.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1535","1535#2","2","Review financial disclosure.","Review financial disclosure.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1535","1535#3","3","Review formation date.","Review formation date.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1535","1535#4","4","Review initial investor(s).","Review initial investor(s).","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"154","154#0","0","Remember, the more people there are, the more power the people have.","Remember, the more people there are, the more power the people have.","","9","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"154","154#1","1","Give us this day our daily bread, and forgive us our trespasses, as we forgive those who trespass against us,","Give us this day our daily bread, and forgive us our trespasses, as we forgive those who trespass against us,","","-1","NOT_LOCATED","not_located","","NEEDS_CONTEXT","false"
"1540","1540#0","0","See next.","See next.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"155","155#0","0","Godspeed.","Godspeed.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_BLESSING_OR_VALEDICTION","false"
"1556","1556#0","0","Look close (behind BC).","Look close (behind BC).","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1557","1557#0","0","Let's start here.","Let's start here.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1558","1558#0","0","Fight","Fight","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1559","1559#0","0","Define title.","Define title.","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1559","1559#1","1","Define role w/ Mueller.","Define role w/ Mueller.","","6","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1569","1569#0","0","God bless and stay safe.","stay safe","God bless","2","Q_AUTHORED_CURRENT_POST","q_post_body","","SPLIT_MIXED_SENTENCE","true"
"157","157#0","0","Define corruption.","Define corruption.","","22","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"157","157#1","1","Define corruption.","Define corruption.","","38","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"157","157#2","2","Define censorship.","Define censorship.","","39","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"157","157#3","3","Define 'controlled' censorship.","Define 'controlled' censorship.","","40","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"157","157#4","4","Rinse and repeat.","Rinse and repeat.","","26","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1573","1573#0","0","Re_read drops re: 302 mod","Re_read drops re: 302 mod","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1573","1573#1","1","Rank & file testifying as informants.","Rank & file testifying as informants.","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1575","1575#0","0","Abandon ship!","Abandon ship!","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1578","1578#0","0","Look for more direct confirmations.","Look for more direct confirmations.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"158","158#0","0","Define oppression.","Define oppression.","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"158","158#1","1","Define 'lead-in' (think play)?","Define 'lead-in' (think play)?","","21","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"158","158#2","2","Define blackmail.","Define blackmail.","","27","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1583","1583#0","0","God bless you all.","God bless you all.","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_BLESSING_OR_VALEDICTION","true"
"1584","1584#0","0","Be ready.","Be ready.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1585","1585#0","0","Trust yourself.","Trust yourself.","","11","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1588","1588#0","0","Review image/location.","Review image/location.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1589","1589#0","0","Define.","Define.","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1589","1589#1","1","SET UP.","SET UP.","","26","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1589","1589#2","2","Do not underestimate our resolve.","Do not underestimate our resolve.","","40","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1591","1591#0","0","Think JC.","Think JC.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1595","1595#0","0","Time to FEED.","Time to FEED.","","8","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1599","1599#0","0","Expand your thinking.","Expand your thinking.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"16","16#0","0","Get the popcorn, Friday & Saturday will deliver on the MAGA promise.","Get the popcorn, Friday & Saturday will deliver on the MAGA promise.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"16","16#1","1","Remember, AG Sessions cannot look like an impartial player that is out to get all former Obama team members as we need him for other important work.","Remember, AG Sessions cannot look like an impartial player that is out to get all former Obama team members as we need him for other important work.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1600","1600#0","0","Be vigilant.","Be vigilant.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1601","1601#0","0","Keep up the good fight, Patriot.","Keep up the good fight, Patriot.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1602","1602#0","0","You should know this based on earlier drops re: SA / Nat Guard / MIL Assets activate US soil.","You should know this based on earlier drops re: SA / Nat Guard / MIL Assets activate US soil.","","2","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","","REMOVE_QUOTED_OR_THIRD_PARTY","false"
"1603","1603#0","0","Read the BIBLE.","Read the BIBLE.","","11","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","true"
"1604","1604#0","0","RISE UP and DEMAND THEY BE REMOVED.","RISE UP and DEMAND THEY BE REMOVED.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1604","1604#1","1","Stay safe.","Stay safe.","","6","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1604","1604#2","2","God bless.","God bless.","","7","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_BLESSING_OR_VALEDICTION","true"
"1607","1607#0","0","Remember, Kennedy was the swing vote.","Remember, Kennedy was the swing vote.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1609","1609#0","0","DO YOU NOT BELIEVE WE ARE WINNING?http://www.breitbart.com/big-journalism/2018/06/27/poll-72-of-americans-believe-establishment-media-intentionally-report-fake-news/","DO YOU NOT BELIEVE WE ARE WINNING?http://www.breitbart.com/big-journalism/2018/06/27/poll-72-of-americans-believe-establishment-media-intentionally-report-fake-news/","","23","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1609","1609#1","1","FIGHT, FIGHT, FIGHT!","FIGHT, FIGHT, FIGHT!","","25","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1610","1610#0","0","Link to article placed incorrectly.","Link to article placed incorrectly.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1613","1613#0","0","Rest assured JUSTICE will be served.","Rest assured JUSTICE will be served.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1618","1618#0","0","Focus on House floor vote (now).","Focus on House floor vote (now).","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1620","1620#0","0","Read between the lines.","Read between the lines.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1621","1621#0","0","Listen carefully.","Listen carefully.","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"163","163#0","0","Put it this way, six attempts were made to silence the witness scheduled to appear tomorrow.","Put it this way, six attempts were made to silence the witness scheduled to appear tomorrow.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1633","1633#0","0","Find paper articles re: Freemasons.","Find paper articles re: Freemasons.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1636","1636#0","0","Find the link (common denominator).","Find the link (common denominator).","","6","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1636","1636#1","1","End (for now).","End (for now).","","15","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1637","1637#0","0","Think strategy.","Think strategy.","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1638","1638#0","0","Think Bourne.","Think Bourne.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1638","1638#1","1","Think Cell.","Think Cell.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"164","164#0","0","Keep up the good fight.","Keep up the good fight.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1641","1641#0","0","Push violence (trap).","Push violence (trap).","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1644","1644#0","0","See attacks.","See attacks.","","10","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1644","1644#1","1","Do not be afraid.","Do not be afraid.","","19","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1644","1644#2","2","Think Huber.","Think Huber.","","22","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1644","1644#3","3","Think DOJ/FBI reorg.","Think DOJ/FBI reorg.","","23","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1644","1644#4","4","Think sex/child arrests / news.","Think sex/child arrests / news.","","24","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1644","1644#5","5","Think resignations (loss of control).","Think resignations (loss of control).","","25","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1644","1644#6","6","Think of every post made.","Think of every post made.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1645","1645#0","0","Be PROUD!","Be PROUD!","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1645","1645#1","1","FIGHT for what is RIGHT!","FIGHT for what is RIGHT!","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1645","1645#2","2","FIGHT for FREEDOM!","FIGHT for FREEDOM!","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1645","1645#3","3","Play LOUD.","Play LOUD.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1646","1646#0","0","COMPARE TO HITLER/NAZIS?","COMPARE TO HITLER/NAZIS?","","24","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1646","1646#1","1","THINK FOR YOURSELF.","THINK FOR YOURSELF.","","48","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1646","1646#2","2","TRUST YOURSELF.","TRUST YOURSELF.","","49","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1646","1646#3","3","GOD BLESS AMERICA.","GOD BLESS AMERICA.","","46","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_BLESSING_OR_VALEDICTION","true"
"1646","1646#4","4","GOD BLESS PATRIOTS AROUND THE WORLD.","GOD BLESS PATRIOTS AROUND THE WORLD.","","47","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_BLESSING_OR_VALEDICTION","true"
"1647","1647#0","0","Think logically.","Think logically.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1647","1647#1","1","Ask yourself - is this normal?","Ask yourself - is this normal?","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1648","1648#0","0","Think logically.","Think logically.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1648","1648#1","1","Ask yourself - is this normal?","Ask yourself - is this normal?","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1649","1649#0","0","Think SC vote to confirm (coming).","Think SC vote to confirm (coming).","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1649","1649#1","1","Enjoy the show.","Enjoy the show.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"165","165#0","0","Expand your thinking.","Expand your thinking.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"165","165#1","1","Expand your thinking.","Expand your thinking.","","13","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"165","165#2","2","Define the 'known' action.","Define the 'known' action.","","19","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"165","165#3","3","Re-read crumbs on this topic (necessary).","Re-read crumbs on this topic (necessary).","","22","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"165","165#4","4","Patriots, get the word out.","Patriots, get the word out.","","34","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1656","1656#0","0","Make no mistake-","Make no mistake-","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1657","1657#0","0","Stay UNITED!","Stay UNITED!","","6","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1658","1658#0","0","Ask yourself - is this normal?","Ask yourself - is this normal?","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1659","1659#0","0","Ask yourself - who is filing the indictments?","Ask yourself - who is filing the indictments?","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"166","166#0","0","Expand your thinking.","Expand your thinking.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"166","166#1","1","Expand your thinking.","Expand your thinking.","","14","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"166","166#2","2","Define the 'known' action.","Define the 'known' action.","","20","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"166","166#3","3","Re-read crumbs on this topic (necessary).","Re-read crumbs on this topic (necessary).","","23","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"166","166#4","4","Patriots, get the word out.","Patriots, get the word out.","","35","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1660","1660#0","0","Ask yourself - does Huber have the ability to file across all 50 states?","Ask yourself - does Huber have the ability to file across all 50 states?","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1660","1660#1","1","Think sealed indictments.","Think sealed indictments.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1660","1660#2","2","Think resignations of CEOs.","Think resignations of CEOs.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1660","1660#3","3","Think resignations of Senators.","Think resignations of Senators.","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1660","1660#4","4","Think resignations of Congress.","Think resignations of Congress.","","6","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1660","1660#5","5","Think termination of senior FBI….","Think termination of senior FBI….","","7","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1660","1660#6","6","Think termination of senior DOJ….","Think termination of senior DOJ….","","8","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1660","1660#7","7","Think 470.","Think 470.","","19","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"1661","1661#0","0","Think stages.","Think stages.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
