Post,Sentence,GPT Category,Claude Category,Matches GPT,Confidence,Note
3593,"Therefore put on the full armor of God, so that when the day of evil comes, you may be able to stand your ground, and after you have done everything, to stand.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
3594,"For our struggle is not against flesh and blood, but against the rulers, against the authorities, against the powers of this dark world and against the spiritual forces of evil in the heavenly realms.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
3594,"Therefore put on the full armor of God, so that when the day of evil comes, you may be able to stand your ground, and after you have done everything, to stand.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
3597,Logical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
3605,It's only a matter of time.,Claim,Q Predictions,NO,high,predictive
3613,Logical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
3628,Facts matter.,Claim,Q Themes,NO,high,recurring movement refrain
3634,It's only a matter of time.,Claim,Q Predictions,NO,high,predictive
3636,Logical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
3646,Logical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
3647,Logical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
3659,Logical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
3678,Worth following.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
3683,United We Stand.,Claim,Q Themes,NO,high,recurring movement refrain
3695,Logical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
3711,Worth remembering.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
3721,Logical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
3774,Moves & countermoves.,Claim,Q Themes,NO,high,recurring refrain
3791,Worth remembering.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
3793,Worth following.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
3808,Worth remembering.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
3813,Worth remembering.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
3836,Logical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
3850,Logical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
3858,Logical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
3871,Moves and countermoves.,Claim,Q Themes,NO,high,recurring refrain
3883,The Silent War continues..,Claim,Q Themes,NO,high,recurring movement refrain
3887,"For our struggle is not against flesh and blood, but against the rulers, against the authorities, against the powers of this dark world and against the spiritual forces of evil in the heavenly realms.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
3887,"Therefore put on the full armor of God, so that when the day of evil comes, you may be able to stand your ground, and after you have done everything, to stand.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
3887,"In addition to all this, take up the shield of faith, with which you can extinguish all the flaming arrows of the evil one.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
3887,And pray in the Spirit on all occasions with all kinds of prayers and requests.,Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
3887,"With this in mind, be alert and always keep on praying for all the Lord�s people.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
3893,Logical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
3899,The Silent War continues..,Claim,Q Themes,NO,high,recurring movement refrain
3905,Logical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
3909,The Silent War continues..,Claim,Q Themes,NO,high,recurring movement refrain
3911,Infiltration instead of invasion.,Claim,Q Themes,NO,high,recurring movement refrain
3916,The Silent War continues..,Claim,Q Themes,NO,high,recurring movement refrain
3929,Logical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
3932,The Silent War continues..,Claim,Q Themes,NO,high,recurring movement refrain
3976,Worth tracking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4003,Logical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4047,United We Stand.,Claim,Q Themes,NO,high,recurring movement refrain
4086,Logical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4093,United we stand.,Claim,Q Themes,NO,high,recurring movement refrain
4127,Worth remembering.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4128,Worth remembering.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4171,Logical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4207,"Finally, be strong in the Lord and in his mighty power.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
4207,"For our struggle is not against flesh and blood, but against the rulers, against the authorities, against the powers of this dark world and against the spiritual forces of evil in the heavenly realms.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
4207,"Therefore put on the full armor of God, so that when the day of evil comes, you may be able to stand your ground, and after you have done everything, to stand.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
4207,"In addition to all this, take up the shield of faith, with which you can extinguish all the flaming arrows of the evil one.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
4207,And pray in the Spirit on all occasions with all kinds of prayers and requests.,Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
4207,"With this in mind, be alert and always keep on praying for all the Lord�s people.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
4226,Why did U.S.,Claim,Q Questions,NO,low,question form despite period; split-sentence fragment (period after abbreviation broke the sentence)
4241,Worth remembering.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4248,Your voice matters.,Claim,Q Themes,NO,high,recurring movement refrain
4281,How about a nice game of chess.,Claim,Q Questions,NO,high,question form despite period
4301,Worth remembering.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4303,Logical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4308,Worth remembering.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4313,Worth remembering.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4333,Logical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4336,Critical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4391,Worth remembering.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4416,Infiltration instead of invasion.,Claim,Q Themes,NO,high,recurring movement refrain
4429,"Finally, be strong in the Lord and in his mighty power.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
4429,"For our struggle is not against flesh and blood, but against the rulers, against the authorities, against the powers of this dark world and against the spiritual forces of evil in the heavenly realms.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
4429,"Therefore put on the full armor of God, so that when the day of evil comes, you may be able to stand your ground, and after you have done everything, to stand.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
4429,"In addition to all this, take up the shield of faith, with which you can extinguish all the flaming arrows of the evil one.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
4429,And pray in the Spirit on all occasions with all kinds of prayers and requests.,Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
4429,"With this in mind, be alert and always keep on praying for all the Lord�s people.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
4457,Logical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4463,"For our struggle is not against flesh and blood, but against the rulers, against the authorities, against the powers of this dark world and against the spiritual forces of evil in the heavenly realms.",Claim,Q Themes,NO,high,"quoted Scripture — religion/spirituality theme, not Q-authored"
4466,"But when a long train of abuses and usurpations, pursuing invariably the same Object evinces a design to reduce them under absolute Despotism, it is their right, it is their duty, to throw off such Government, and to provide new Guards for their future security. � Such has been the patient sufferance of these Colonies; and such is now the necessity which constrains them to alter their former Systems of Government.",Claim,Q Themes,NO,high,"quoted founding/patriotic text — used thematically, not Q-authored (Declaration of Independence)"
4469,We didn�t pass it on to our children in the bloodstream.,Claim,Q Themes,NO,high,"quoted founding/patriotic text — used thematically, not Q-authored (Reagan speech)"
4494,Logical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4497,Memes prep.,Claim,Q Directives,NO,high,call to action
4500,Worth listening (reading).,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4503,Worth remembering.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4521,Worth tracking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4522,Worth remembering.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4535,Logical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4542,"What more effective way is there to do this, Mr.",Claim,Q Questions,NO,low,question form despite period; split-sentence fragment (period after abbreviation broke the sentence)
4554,Worth tracking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4556,Worth repeating.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4559,We didn't pass it to our children in the bloodstream.,Claim,Q Themes,NO,high,"quoted founding/patriotic text — used thematically, not Q-authored (Reagan speech)"
4566,Counter-argument: Do not make statements based on assumption of 'worth' and/or 'value'.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4649,Worth remembering.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4734,[bypass controlled media narrative].,Claim,Q [ Brackets ],NO,high,bare bracketed token
4737,Running RED.,Claim,Q [ Brackets ],NO,high,certified/operational code or stringer
4738,Running RED.,Claim,Q [ Brackets ],NO,high,certified/operational code or stringer
4769,Worth remembering.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4783,Worth remembering.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4794,"But when a long train of abuses and usurpations, pursuing invariably the same Object evinces a design to reduce them under absolute Despotism, it is their right, it is their duty, to throw off such Government, and to provide new Guards for their future security.",Claim,Q Themes,NO,high,"quoted founding/patriotic text — used thematically, not Q-authored (Declaration of Independence)"
4794,"Tyranny, like hell, is not easily conquered; yet we have this consolation with us, that the harder the conflict, the more glorious the triumph.",Claim,Q Themes,NO,high,"quoted founding/patriotic text — used thematically, not Q-authored (Thomas Paine)"
4870,Worth remembering.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4887,Worth remembering.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
4891,Why would H.,Claim,Q Questions,NO,low,question form despite period; split-sentence fragment (period after abbreviation broke the sentence)
4891,Why would H.,Claim,Q Questions,NO,low,question form despite period; split-sentence fragment (period after abbreviation broke the sentence)
4898,Why is the FBI's top child porn lawyer involved in the H.,Claim,Q Questions,NO,low,question form despite period; split-sentence fragment (period after abbreviation broke the sentence)
128,"Picture provides 40,000ft. v.",Directive,Q Claims,NO,low,"taunt/statement, not a directive; split-sentence fragment (period after abbreviation broke the sentence)"
325,Hope the $7.8mm was worth it.,Directive,Q Claims,NO,high,"taunt/statement, not a directive"
617,Select news members / journalists are vital to delivering the message (as are YOU).,Directive,Q Claims,NO,high,"taunt/statement, not a directive"
617,Total control re: MSM.,Directive,Q Claims,NO,high,"taunt/statement, not a directive"
863,Total viewers limited.,Directive,Q Claims,NO,high,"taunt/statement, not a directive"
1079,Fly High.,Directive,Q [ Brackets ],NO,high,certified/operational code or stringer
1175,Strike Package 111V-B.,Directive,Q [ Brackets ],NO,low,certified/operational code or stringer; split-sentence fragment (period after abbreviation broke the sentence)
1183,Push to DIVIDE is strong.,Directive,Q Claims,NO,high,"taunt/statement, not a directive"
1287,Insert Rudy.,Directive,Q Claims,NO,high,"describes a move made, imperative in form only"
1290,Hope not.,Directive,Q Claims,NO,high,"taunt/statement, not a directive"
1359,"Total S.A. is a French multinational integrated oil and gas company and one of the seven ""Supermajor"" oil companies in the world.",Directive,Q Claims,NO,high,"quoted article text, not a Q directive"
1432,Put on the full armor of God so that you can take your stand against the devil�s schemes.,Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
1432,"Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
1432,"Take the helmet of salvation and the sword of the Spirit, which is the word of God.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
1432,Love does not delight in evil but rejoices with the truth.,Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
1432,"Love never fails.""",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
1636,Use of symbolism to push strength and belonging to something powerful.,Directive,Q Claims,NO,high,"taunt/statement, not a directive"
1646,"""Be on your guard; stand firm in the faith; be courageous; be strong.""",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
1676,"Fail they will.""",Directive,Q Predictions,NO,high,prediction (Yoda-style inversion)
1712,"Put to death, therefore, whatever belongs to your earthly nature: sexual immorality, impurity, lust, evil desires and greed, which is idolatry.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
1886,Put on the full armor of God so that you can take your stand against the devil�s schemes.,Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
1886,"Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
1886,"Take the helmet of salvation and the sword of the Spirit, which is the word of God.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
1912,Resist OP will not provide enough public support for cover.,Directive,Q Predictions,NO,high,predictive assessment
2306,Use of that 'something' to 'frame' Justice K.,Directive,Q Claims,NO,high,"taunt/statement, not a directive"
2403,Put on the full armor of God so that you can take your stand against the devil�s schemes.,Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
2403,"Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
2403,"Take the helmet of salvation and the sword of the Spirit, which is the word of God.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
2658,Group-Think.,Directive,Q Themes,NO,high,recurring concept label
2904,"Put on the full armor of God, so that you can take your stand against the devil�s schemes.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
2904,"Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
2904,"Take the helmet of salvation and the sword of the Spirit, which is the word of God.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
2943,Group-Think.,Directive,Q Themes,NO,high,recurring concept label
3229,Reference correct.,Directive,Q Claims,NO,high,"taunt/statement, not a directive"
3593,"Put on the full armor of God, so that you can take your stand against the devil�s schemes.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
3593,"Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
3593,"Take the helmet of salvation and the sword of the Spirit, which is the word of God.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
3594,"Put on the full armor of God, so that you can take your stand against the devil�s schemes.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
3594,"Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
3594,"Take the helmet of salvation and the sword of the Spirit, which is the word of God.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
3887,"Put on the full armor of God, so that you can take your stand against the devil�s schemes.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
3887,"Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
3887,"Take the helmet of salvation and the sword of the Spirit, which is the word of God.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
3889,"Love and Light, Patriot.",Directive,Q Themes,NO,high,valediction
3968,Do you think it was Sen.,Directive,Q Questions,NO,low,question form despite period; split-sentence fragment (period after abbreviation broke the sentence)
4105,Support will always be provided [undisclosed methods].,Directive,Q Predictions,NO,high,predictive assessment
4207,"Put on the full armor of God, so that you can take your stand against the devil�s schemes.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
4207,"Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
4207,"Take the helmet of salvation and the sword of the Spirit, which is the word of God.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
4397,Be Strong in the Lord.,Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
4397,"Put on the full armor of God, so that you can take your stand against the devil's schemes.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
4429,"Put on the full armor of God, so that you can take your stand against the devil�s schemes.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
4429,"Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
4429,"17 Take the helmet of salvation and the sword of the Spirit, which is the word of God.",Directive,Q Themes,NO,high,"quoted Scripture (Ephesians 6 / 1 Cor 13 / Colossians 3) — religious theme, not a Q directive"
4519,Honor-bound.,Directive,Q Claims,NO,high,"taunt/statement, not a directive"
4683,Have.,Directive,Q Claims,NO,high,split of 'You. Have. More. Than. You. Know.' — recurring Q line
4688,"Protect Biden from embarrassment re: mental health [clear cognitive decline], Q&A, rally attendance crowd size, lack of enthusiasm, etc.",Directive,Q Claims,NO,high,"taunt/statement, not a directive"
4739,"Forgive my sins, so that I may be clean in your righteousness.",Directive,Q Themes,NO,high,prayer (Q-posted prayer text) — religious theme
4739,"Make me brave, so I can stand and fight the spiritual battles in my life and in our world.",Directive,Q Themes,NO,high,prayer (Q-posted prayer text) — religious theme
4739,Give me your wisdom and discernment so I won't be caught off guard.,Directive,Q Themes,NO,high,prayer (Q-posted prayer text) — religious theme
4739,"Help us to avoid temptation, and deliver us from evil, Lord.",Directive,Q Themes,NO,high,prayer (Q-posted prayer text) — religious theme
128,Iron Eagle.,Named Entity,Q [ Brackets ],NO,high,certified/operational code or stringer
140,Iron Eagle.,Named Entity,Q [ Brackets ],NO,high,certified/operational code or stringer
142,Iron Eagle.,Named Entity,Q [ Brackets ],NO,high,certified/operational code or stringer
158,Iron Eagle.,Named Entity,Q [ Brackets ],NO,high,certified/operational code or stringer
158,The Hunt for Red October.,Named Entity,Q [ Brackets ],NO,high,certified/operational code or stringer
288,As The World Turns.,Named Entity,Q [ Brackets ],NO,high,certified/operational code or stringer
315,As the World Turns.,Named Entity,Q [ Brackets ],NO,high,certified/operational code or stringer
392,[HAITI].,Named Entity,Q [ Brackets ],NO,high,bare bracketed token
432,AS THE WORLD TURNS.,Named Entity,Q [ Brackets ],NO,high,certified/operational code or stringer
520,IRON EAGLE.,Named Entity,Q [ Brackets ],NO,high,certified/operational code or stringer
522,AS THE WORLD TURNS.,Named Entity,Q [ Brackets ],NO,high,certified/operational code or stringer
586,AS THE WORLD TURNS.,Named Entity,Q [ Brackets ],NO,high,certified/operational code or stringer
679,IRON EAGLE.,Named Entity,Q [ Brackets ],NO,high,certified/operational code or stringer
772,AS THE WORLD TURNS.,Named Entity,Q [ Brackets ],NO,high,certified/operational code or stringer
846,As The World Turns.,Named Entity,Q [ Brackets ],NO,high,certified/operational code or stringer
1083,AS THE WORLD TURNS.,Named Entity,Q [ Brackets ],NO,high,certified/operational code or stringer
1210,AS THE WORLD TURNS.,Named Entity,Q [ Brackets ],NO,high,certified/operational code or stringer
1226,As the World Turns.,Named Entity,Q [ Brackets ],NO,high,certified/operational code or stringer
1245,Iron Eagle.,Named Entity,Q [ Brackets ],NO,high,certified/operational code or stringer
1254,IRON EAGLE.,Named Entity,Q [ Brackets ],NO,high,certified/operational code or stringer
1434,[CNN].,Named Entity,Q [ Brackets ],NO,high,bare bracketed token
1848,IRON EAGLE.,Named Entity,Q [ Brackets ],NO,high,certified/operational code or stringer
4206,DC.,Named Entity,Q Themes,NO,high,split of 'PANIC. IN. DC.'
960,Panic.,Needs Context,Q Themes,NO,high,recurring movement refrain
1682,Panic.,Needs Context,Q Themes,NO,high,recurring movement refrain
2256,Panic!,Needs Context,Q Themes,NO,high,recurring movement refrain
2628,Panic.,Needs Context,Q Themes,NO,high,recurring movement refrain
4348,Panic.,Needs Context,Q Themes,NO,high,recurring movement refrain
3,Gowdy comments on Comey (history will ....),Prediction,Q Claims,NO,high,"statement about the present, not a prediction"
12,Always ahead.,Prediction,Q Claims,NO,high,"statement about the present, not a prediction"
31,That�s part of the reason why some things that tie back to foreign heads of state will remain classified (not all).,Prediction,Q Claims,NO,high,"statement about the present, not a prediction"
56,"Perhaps recognizing how offensive such ties will be to voters concerned over future terrorist attacks on this country by radical Muslims professing allegiance to Sharia law, the Clinton campaign on Monday tried to downplay Ms.",Prediction,Q Claims,NO,high,"quoted third-party text, not a Q prediction"
69,"Even though I walk through the darkest valley, I will fear no evil, for you are with me; your rod and your staff, they comfort me.",Prediction,Q Themes,NO,high,quoted Scripture — thematic
81,This is so critical and why information is provided in a certain order and why some topics are continually emphasized more than others as those will be the recent happenings.,Prediction,Q Claims,NO,high,"statement about the present, not a prediction"
154,"We, the people, are who they fear will one day awake.",Prediction,Q Claims,NO,high,"statement about the present, not a prediction"
171,Good will always defeat evil.,Prediction,Q Themes,NO,high,recurring good-v-evil maxim
172,Good will always defeat evil.,Prediction,Q Themes,NO,high,recurring good-v-evil maxim
173,Good will always defeat evil.,Prediction,Q Themes,NO,high,recurring good-v-evil maxim
381,We won't telegraph our moves to the ENEMY.,Prediction,Q Claims,NO,high,"statement about the present, not a prediction"
568,Fake incoming missile alert [Defcon 1].,Prediction,Q Claims,NO,high,describes the Hawaii false-alert event
1012,Their sacrifice will never be forgotten.,Prediction,Q Themes,NO,high,honor/valediction family
1369,"�That whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or to abolish it, and to institute new Government, laying its foundation on such principles and organizing its powers in such form, as to them shall seem most likely to effect their Safety and Happiness.",Prediction,Q Themes,NO,high,"quoted founding/patriotic text — used thematically, not Q-authored (Declaration of Independence)"
1369,"Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn that mankind are more disposed to suffer, while evils are sufferable than to right themselves by abolishing the forms to which they are accustomed.",Prediction,Q Themes,NO,high,"quoted Declaration of Independence — used thematically, not a Q prediction"
1495,"""We hold these truths to be self-evident, that all men are created equal, that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness.�That to secure these rights, Governments are instituted among Men, deriving their just powers from the consent of the governed, �That whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or to abolish it, and to institute new Government, laying its foundation on such principles and organizing its powers in such form, as to them shall seem most likely to effect their Safety and Happiness.",Prediction,Q Themes,NO,high,"quoted founding/patriotic text — used thematically, not Q-authored (Declaration of Independence)"
1495,"Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn, that mankind are more disposed to suffer, while evils are sufferable, than to right themselves by abolishing the forms to which they are accustomed.",Prediction,Q Themes,NO,high,"quoted Declaration of Independence — used thematically, not a Q prediction"
1646,"""We hold these truths to be self-evident, that all men are created equal, that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness.�That to secure these rights, Governments are instituted among Men, deriving their just powers from the consent of the governed, �That whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or to abolish it, and to institute new Government, laying its foundation on such principles and organizing its powers in such form, as to them shall seem most likely to effect their Safety and Happiness.",Prediction,Q Themes,NO,high,"quoted founding/patriotic text — used thematically, not Q-authored (Declaration of Independence)"
1646,"Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn, that mankind are more disposed to suffer, while evils are sufferable, than to right themselves by abolishing the forms to which they are accustomed.",Prediction,Q Themes,NO,high,"quoted Declaration of Independence — used thematically, not a Q prediction"
1700,"� That whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or to abolish it, and to institute new Government, laying its foundation on such principles and organizing its powers in such form, as to them shall seem most likely to effect their Safety and Happiness.",Prediction,Q Themes,NO,high,"quoted founding/patriotic text — used thematically, not Q-authored (Declaration of Independence)"
1700,"Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn that mankind are more disposed to suffer, while evils are sufferable than to right themselves by abolishing the forms to which they are accustomed.",Prediction,Q Themes,NO,high,"quoted Declaration of Independence — used thematically, not a Q prediction"
1712,"6 Because of these, the wrath of God is coming.",Prediction,Q Themes,NO,high,quoted Scripture — thematic
1728,Unauthorized emergency incoming missile threat activated Hawaii.,Prediction,Q Claims,NO,high,describes the Hawaii false-alert event
1822,POTUS will destroy the world.,Prediction,Q Claims,NO,high,"Q voicing the media's narrative, not Q's own prediction"
