Post,Sentence,GPT Category,Claude Category,Matches GPT,Confidence,Note
570,#Memo shifts narrative.,Claim,Q Claims,YES,high,
570,#Memo reinstates SESSIONS' authority re: Russia/ALL.,Claim,Q Claims,YES,high,
570,#Memo factually demonstrates collusion at highest levels.,Claim,Q Claims,YES,high,
570,#Memo factually demonstrates HUSSEIN ADMIN weaponized INTEL community to ensure D victory [+insurance].,Claim,Q Claims,YES,high,
570,#Memo factually demonstrates 'knowingly false intel' provided to FISA Judges to obtain warrant(s).,Claim,Q Claims,YES,high,
570,Sessions/Nunes Russian OPS.,Claim,Q Claims,YES,high,
570,Shutdown Primary Reasons.,Claim,Q Claims,YES,high,
570,Weaken military assets.,Claim,Q Claims,YES,high,
570,Inc illegal votes.,Claim,Q Claims,YES,high,
570,Black voters abandoning.,Claim,Q Claims,YES,high,
570,"HRC March 13, 2013 [intercept].",Claim,Q Claims,YES,high,
571,"@Jack, MZ, ES, JB, EM, SH, MSM, etc.",Claim,Q Claims,YES,high,
575,[CLAS-N-DI_9] gg_dump [No Such Agency].,Claim,Q Claims,YES,high,
576,"Emails, videos, audio, pics, etc.",Claim,Q Claims,YES,high,
577,Planned [3].,Claim,Q Claims,YES,high,
577,Moves and countermoves.,Claim,Q Themes,NO,high,recurring refrain
577,"SNOW WHITE [1, 2, and 5] offline.",Claim,Q Claims,YES,high,
577,Night_Riders_FLY.,Claim,Q [ Brackets ],NO,high,certified/operational code or stringer
578,Your move.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
579,Original leak renewed.,Claim,Q Claims,YES,high,
586,Lawless.,Claim,Q Claims,YES,high,
586,Those [good] who know cannot sleep.,Claim,Q Claims,YES,high,
588,Chatter just SPIKED.,Claim,Q Claims,YES,high,
589,Site being attacked.,Claim,Q Claims,YES,high,
592,Last post triggered sniffer.,Claim,Q Claims,YES,high,
593,Drones over US.,Claim,Q Claims,YES,high,
593,Tracking only.,Claim,Q Claims,YES,high,
594,Drones over US.,Claim,Q Claims,YES,high,
594,Tracking only.,Claim,Q Claims,YES,high,
596,They want us divided.,Claim,Q Claims,YES,high,
597,Resolved.,Claim,Q Claims,YES,high,
599,"Where we go one, we go all.",Claim,Q Themes,NO,high,the WWG1WGA motto
600,News unlocks map.,Claim,Q Claims,YES,high,
603,"TODAY, former President Barack HUSSEIN Obama formally retained counsel (9/WW).",Claim,Q Claims,YES,high,
605,AT&T>No Such Agency [contract].,Claim,Q Claims,YES,high,
605,AT&T>GOOG/FB/etc.,Claim,Q Claims,YES,high,
605,'prevent unfair censorship' PUSH.,Claim,Q Claims,YES,high,
605,Internet Bill of Rights.,Claim,Q Claims,YES,high,
607,It signifies something VERY IMPORTANT.,Claim,Q Claims,YES,high,
608,"+ more, a lot more.",Claim,Q Claims,YES,high,
609,Future unlocks past.,Claim,Q Claims,YES,high,
611,"Our deepest condolences, Patriot.",Claim,Q Claims,YES,high,
617,They represent a clear and present danger to the enemy.,Claim,Q Claims,YES,high,
617,[19] immediates [no longer with us].,Claim,Q Claims,YES,high,
617,Self-suicide if actioned.,Claim,Q Claims,YES,high,
620,MI6/SIS undergoing house cleaning.,Claim,Q Claims,YES,high,
620,Queen/monarchs seeking shelter.,Claim,Q Claims,YES,high,
623,It�s what you don�t know.,Claim,Q Claims,YES,high,
626,Chatter exploding.,Claim,Q Claims,YES,high,
626,Public to awaken [mass-start].,Claim,Q Claims,YES,high,
626,Sleeping pill reject.,Claim,Q Claims,YES,high,
628,@Snowden.,Claim,Q Claims,YES,high,
628,Freedom of the Press.,Claim,Q Claims,YES,high,
628,SecureDrop>Clowns In America.,Claim,Q Claims,YES,high,
631,Future unlocks past.,Claim,Q Claims,YES,high,
635,Heart attack.,Claim,Q Claims,YES,high,
636,Mouthpiece/controlled.,Claim,Q Claims,YES,high,
636,Wizards & [WAR]locks.,Claim,Q [ Brackets ],NO,high,certified/operational code or stringer
643,Firing RR = block Mueller.,Claim,Q Claims,YES,high,
643,Firing RR = set up to firing Mueller.,Claim,Q Claims,YES,high,
643,Firing RR = Red line.,Claim,Q Claims,YES,high,
643,REAL TIME: [7] Congressional members + [3] Senators + [2] former O-senior officials + [4] OUTSIDE CONTRACTORS [NO C/TOP/SENS-LEVEL CLEARANCE] @ SCIF [DC-CAP].,Claim,Q Claims,YES,high,
645,I wish Andy well [187].,Claim,Q Claims,YES,high,
645,I also wish continued strength for the rest of the FBI [GENERAL THREAT TO OTHERS].,Claim,Q Claims,YES,high,
645,America needs you [ACTIVATE SLEEPER CELLS].,Claim,Q Claims,YES,high,
654,News unlocks MAP.,Claim,Q Claims,YES,high,
659,The shot heard around the world.,Claim,Q Claims,YES,high,"operational status assertion, not a slogan"
661,Protected by PATRIOTS.,Claim,Q Claims,YES,high,
666,Rothschild estate sale [Black Forest].,Claim,Q Claims,YES,high,
666,Soros transfer of wealth.,Claim,Q Claims,YES,high,
666,Dopey FREED.,Claim,Q Claims,YES,high,
666,"Marriage for POWER, not LOVE.",Claim,Q Claims,YES,high,
666,News unlocks MAP.,Claim,Q Claims,YES,high,
666,THEY don't know.,Claim,Q Claims,YES,high,
666,RELEASE of INFO VITAL.,Claim,Q Claims,YES,high,
668,Narrative COLLECTORS.,Claim,Q Claims,YES,high,
668,Narrative DISTRIBUTORS.,Claim,Q Claims,YES,high,
668,"You, THE PEOPLE, need to remember how TO PLAY.",Claim,Q Claims,YES,high,
668,We STRIKE every SINGLE DAY.,Claim,Q Claims,YES,high,
669,VJ phone call w/ AS.,Claim,Q Claims,YES,high,
669,[2 listeners - no IDEN].,Claim,Q [ Brackets ],NO,high,bare bracketed token
670,Black Caucus phone.,Claim,Q Claims,YES,high,
674,Public interest [keep high].,Claim,Q Claims,YES,high,
674,AWAN/DWS/Paki intel/MB.,Claim,Q Claims,YES,high,
674,Tarmac meeting [SC/LL deal > AS 187].,Claim,Q Claims,YES,high,
675,HRC investigation pivot points.,Claim,Q Claims,YES,high,
675,JC dismiss letter.,Claim,Q Claims,YES,high,
675,WL comms.,Claim,Q Claims,YES,high,
678,CS & NP divided.,Claim,Q Claims,YES,high,
678,The ART of illusion.,Claim,Q Claims,YES,high,
679,News unlocks map.,Claim,Q Claims,YES,high,
683,Final guest arrived.,Claim,Q Claims,YES,high,
686,2 minutes_g.,Claim,Q Claims,YES,high,
689,Critical thinking.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
691,People asked for arrests.,Claim,Q Claims,YES,high,
692,[Last discussion on this subject].,Claim,Q [ Brackets ],NO,high,bare bracketed token
697,Leverage depleted - POTUS freed.,Claim,Q Claims,YES,high,
698,USSS on high alert.,Claim,Q Claims,YES,high,
699,Ha ha ha ha ha ha ha ha ha!,Claim,Q Claims,YES,high,
699,Ha ha ha ha ha ha ha ha ha!,Claim,Q Claims,YES,high,
699,We warned you.,Claim,Q Claims,YES,high,
703,�Rest in peace Mr.,Claim,Q Claims,YES,low,split-sentence fragment (period after abbreviation broke the sentence)
703,JFK - Secret Socities.,Claim,Q Claims,YES,high,
703,"Where we go one, we go all.",Claim,Q Themes,NO,high,the WWG1WGA motto
710,Clown black op sites.,Claim,Q Claims,YES,high,
713,CORONA_OFFLINE_Deac[0000].,Claim,Q Claims,YES,high,
713,Games R FUN!,Claim,Q Claims,YES,high,
714,[2] highly classified clown ops exposed.,Claim,Q Claims,YES,high,
714,[44] remaining.,Claim,Q Claims,YES,high,
718,[1] targeted.,Claim,Q Claims,YES,high,
719,Cages full.,Claim,Q Claims,YES,high,
722,Not stated for verification of credibility.,Claim,Q Claims,YES,high,
724,Details matter.,Claim,Q Claims,YES,high,
726,Over the TARGET.,Claim,Q Claims,YES,high,"operational status assertion, not a slogan"
732,We don't say his name returning to prime time.,Claim,Q Claims,YES,high,
732,"""He's not a war hero.""",Claim,Q Claims,YES,high,
732,He's a mega millionaire.,Claim,Q Claims,YES,high,
732,Rothschild/Clintons/SA/etc.,Claim,Q Claims,YES,high,
735,Public informed and collapse.,Claim,Q Claims,YES,high,
737,We honor your service to our great country.,Claim,Q Claims,YES,high,
738,"Knowing that, understand, by default, if certain intel is released it would cause a WW/mass suffering.",Claim,Q Claims,YES,high,
738,We share the idea of open source but value life and must make decisions base decisions on outcomes and containability.,Claim,Q Claims,YES,high,
739,Heavy lag/attack ongoing.,Claim,Q Claims,YES,high,
740,[1] other prison being prepped.,Claim,Q Claims,YES,high,
742,Family/careers.,Claim,Q Claims,YES,high,
742,The media cleanse/JFK.,Claim,Q Claims,YES,high,
743,Family/careers.,Claim,Q Claims,YES,high,
743,The media cleanse/JFK.,Claim,Q Claims,YES,high,
747,Flowers & Gardens.,Claim,Q Claims,YES,high,
751,Iran Deal (funding).,Claim,Q Claims,YES,high,
764,KEY spreads the TRUTH.,Claim,Q Claims,YES,high,
764,TRUTH shines LIGHT.,Claim,Q Claims,YES,high,
764,LIGHT saves HUMANITY.,Claim,Q Claims,YES,high,
768,They bring more eyes.,Claim,Q Claims,YES,high,
768,'Proofs' provide new 'eyes' ability to question.,Claim,Q Claims,YES,high,
770,John Perry Barlow - 187 post name [DROP].,Claim,Q Claims,YES,high,
771,We play for KEEPS.,Claim,Q Claims,YES,high,
772,OP conducted/ORIG outside of US.,Claim,Q Claims,YES,high,
776,Target subjects are pre disposable to certain mental illnesses.,Claim,Q Claims,YES,high,
776,Target subjects are scouted over a period of time to study and arrange 'THERAPY'.,Claim,Q Claims,YES,high,
778,IT CANNOT COME NOW.,Claim,Q Claims,YES,high,
778,"WHERE WE GO ONE, WE GO ALL.",Claim,Q Themes,NO,high,the WWG1WGA motto
783,Clown Agency>No Such Agency.,Claim,Q Claims,YES,high,
788,Thoughts of the [current] President of the United States.,Claim,Q Claims,YES,high,
798,Code signals clean.,Claim,Q Claims,YES,high,
799,No sleep since drop.,Claim,Q Claims,YES,high,
801,US Cyber Task Force.,Claim,Q Claims,YES,high,
802,"1. a person who loves, supports, and defends his or her country and its interests with devotion.",Claim,Q Claims,YES,high,
802,"2. a person who regards himself or herself as a defender, especially of individual rights, against presumed interference by the federal government.",Claim,Q Claims,YES,high,
802,"1. a person who betrays another, a cause, or any trust.",Claim,Q Claims,YES,high,
802,2. a person who commits treason by betraying his or her country.,Claim,Q Claims,YES,high,
809,Clowns revealed in China/other.,Claim,Q Claims,YES,high,
809,Granted access.,Claim,Q Claims,YES,high,
809,Betrayed.,Claim,Q Claims,YES,high,
811,It�s the POWER you depend on to survive.,Claim,Q Claims,YES,high,
811,WH / Military / Patriots.,Claim,Q Claims,YES,high,
812,They want you DIVIDED.,Claim,Q Claims,YES,high,
812,Estimated 20mm reached.,Claim,Q Claims,YES,high,
813,They want you WEAK.,Claim,Q Claims,YES,high,
816,Federal aid + donations.,Claim,Q Claims,YES,high,
817,We know.,Claim,Q Themes,NO,high,recurring movement refrain
819,No coincidences.,Claim,Q Themes,NO,high,recurring refrain
823,Embed added 7:03pm EST.,Claim,Q Claims,YES,high,
823,Warning alerts 5-12.,Claim,Q Claims,YES,high,
823,T-2 warning.,Claim,Q Claims,YES,high,
828,You simply forgot how to PLAY.,Claim,Q Claims,YES,high,
828,They want you divided.,Claim,Q Claims,YES,high,
828,They want you silenced.,Claim,Q Claims,YES,high,
830,SAME embed across multiple platforms.,Claim,Q Claims,YES,high,
831,"Where we go one, we go ALL.",Claim,Q Themes,NO,high,the WWG1WGA motto
831,Misspellings matter.,Claim,Q Claims,YES,high,
831,Sentence formation matters.,Claim,Q Claims,YES,high,
834,Clowns.,Claim,Q Claims,YES,high,
834,HRC open source.,Claim,Q Claims,YES,high,
834,Highest levels of US-G.,Claim,Q Claims,YES,high,
834,No legit leaks.,Claim,Q Claims,YES,high,
834,MSM staging narrative.,Claim,Q Claims,YES,high,
839,They want you DIVIDED.,Claim,Q Claims,YES,high,
845,Border crossing -3.,Claim,Q Claims,YES,high,
845,Spartans in Darkness.,Claim,Q Claims,YES,high,
849,Biggest intel drop in our known history.,Claim,Q Claims,YES,high,
850,News unlocks MAP.,Claim,Q Claims,YES,high,
852,Not related to $ or trade.,Claim,Q Claims,YES,high,
852,News / Tweets unlock the MAP.,Claim,Q Claims,YES,high,
854,The nail in many coffins [liberal undo].,Claim,Q Claims,YES,high,
854,[Toxic to those connected].,Claim,Q [ Brackets ],NO,high,bare bracketed token
854,EVIL surrounds us.,Claim,Q Claims,YES,high,
854,"Where we go one, we go ALL.",Claim,Q Themes,NO,high,the WWG1WGA motto
855,The US taxpayer subsidizes the WORLD.,Claim,Q Claims,YES,high,
857,Only the beginning.,Claim,Q Claims,YES,high,
859,These peo>>567493 ple are stupid.,Claim,Q Claims,YES,high,
860,1st BOOM revealed.,Claim,Q Claims,YES,high,
863,Message controlled.,Claim,Q Claims,YES,high,
863,Truth shadows.,Claim,Q Claims,YES,high,
864,Eyes in the SKY.,Claim,Q Claims,YES,high,
866,�Adoption� process.,Claim,Q Claims,YES,high,
868,"Try, try, try, as they might.",Claim,Q Claims,YES,high,
868,No free passes [MSM].,Claim,Q Claims,YES,high,
873,This scares them more than anything.,Claim,Q Claims,YES,high,
873,Nothing to do w/ AT&T.,Claim,Q Claims,YES,high,
877,Backstopped by the circus.,Claim,Q Claims,YES,high,
880,We know.,Claim,Q Themes,NO,high,recurring movement refrain
880,Your move.,Claim,Q Directives,NO,high,elliptical imperative — a nudge to the reader
883,+ deliberate performance issues to impact military / infrastructure.,Claim,Q Claims,YES,high,
884,We listen to you.,Claim,Q Claims,YES,high,
887,"DEFCON, No Such Agency.",Claim,Q Claims,YES,high,
887,Need to know kept to 5 people + special SEC detail.,Claim,Q Claims,YES,high,
888,Clowns out.,Claim,Q Claims,YES,high,
888,Strings cut.,Claim,Q Claims,YES,high,"operational status assertion, not a slogan"
889,Promises kept.,Claim,Q Claims,YES,high,
890,Resolved by 11-11.,Claim,Q Claims,YES,high,
893,A/B or C.,Claim,Q Claims,YES,high,
894,When we�re done he�ll claim Kenyan citizenship as a way to escape.,Claim,Q Predictions,NO,high,predictive
895,Hidden message.,Claim,Q Claims,YES,high,
895,POTUS delete/install.,Claim,Q Claims,YES,high,
895,Allowing @Snowden access/censorship/tracking.,Claim,Q Claims,YES,high,
896,Regulated.,Claim,Q Claims,YES,high,
897,They know.,Claim,Q Claims,YES,high,
902,Sea to shining sea.,Claim,Q Themes,NO,high,recurring movement refrain
905,24hrs to respond.,Claim,Q Claims,YES,high,
906,More than you know.,Claim,Q Claims,YES,high,
909,Not as it appears.,Claim,Q Claims,YES,high,
911,March MADNESS.,Claim,Q [ Brackets ],NO,high,certified/operational code or stringer
912,Relevant here but not the focus.,Claim,Q Claims,YES,high,
916,Very specific reason not mentioned a single time.,Claim,Q Claims,YES,high,
917,We appreciate all of the prayers.,Claim,Q Claims,YES,high,
923,Models.,Claim,Q Claims,YES,high,
923,Brainwashed.,Claim,Q Claims,YES,high,
924,Their weapon against the awakening.,Claim,Q Claims,YES,high,
925,No boundaries.,Claim,Q Claims,YES,high,
926,On the move.,Claim,Q Claims,YES,high,
926,Misspelled.,Claim,Q Claims,YES,high,
927,Falls on deaf ears.,Claim,Q Claims,YES,high,
927,Not w/ this administration.,Claim,Q Claims,YES,high,
928,Haircut today vs THEN (A).,Claim,Q Claims,YES,high,
928,Alois.,Claim,Q Claims,YES,high,
928,Examples.,Claim,Q Claims,YES,high,
930,POTUS� recent Tweet relevant here.,Claim,Q Claims,YES,high,
936,The Sum of All Fears.,Claim,Q Entities,NO,high,entity/organization reference
937,You cannot possibly imagine the size of this.,Claim,Q Claims,YES,high,
942,CNN airing assassination of JFK.,Claim,Q Claims,YES,high,
942,CNN 3 sec delay - speech.,Claim,Q Claims,YES,high,
942,CNN Jim�s finger on button ready to stop transmission.,Claim,Q Claims,YES,high,
943,You witnessed a strength test tonight.,Claim,Q Claims,YES,high,
943,Speech promoted here/POTUS to gauge response.,Claim,Q Claims,YES,high,
943,Net slowed.,Claim,Q Claims,YES,high,
943,Protections in place.,Claim,Q Claims,YES,high,
944,Attempted a pullback.,Claim,Q Claims,YES,high,
947,No coincidences.,Claim,Q Themes,NO,high,recurring refrain
948,Extreme efforts to kill login devices.,Claim,Q Claims,YES,high,
948,Extreme efforts to censor.,Claim,Q Claims,YES,high,
948,Extreme efforts.,Claim,Q Claims,YES,high,
951,March madness.,Claim,Q [ Brackets ],NO,high,certified/operational code or stringer
952,1000 pieces.,Claim,Q Claims,YES,high,
953,Targeted.,Claim,Q Claims,YES,high,
953,Congressional focus.,Claim,Q Claims,YES,high,
953,They openly call you SHEEP/CATTLE.,Claim,Q Claims,YES,high,
955,USMC activated.,Claim,Q Claims,YES,high,
958,Coordinated to end comms here.,Claim,Q Claims,YES,high,
958,We know the details.,Claim,Q Claims,YES,high,
959,Big meeting.,Claim,Q Claims,YES,high,
959,Cell phones left at door.,Claim,Q Claims,YES,high,
959,Nobody escapes this.,Claim,Q Claims,YES,high,
962,Updated Tripcode.,Claim,Q Claims,YES,high,
963,Clock activated.,Claim,Q Claims,YES,high,
964,What US publicly traded co. previously entered N.,Claim,Q Questions,NO,low,question form despite period; split-sentence fragment (period after abbreviation broke the sentence)
964,"US, China, N Korea [3].",Claim,Q Claims,YES,high,
964,Constitutional CRISIS.,Claim,Q Claims,YES,high,
964,Current censorship all relates to push for power [mid-terms].,Claim,Q Claims,YES,high,
964,Election FRAUD cases OPEN - DOJ [many].,Claim,Q Claims,YES,high,
965,WE STAND WITH YOU!,Claim,Q Claims,YES,high,
967,KIM TO CHINA REPRESENTS SOMETHING VITAL [KEY].,Claim,Q Claims,YES,high,
970,House cleaning.,Claim,Q Claims,YES,high,
970,WH secured.,Claim,Q Claims,YES,high,
972,Timing of release.,Claim,Q Claims,YES,high,
972,Tracking active.,Claim,Q Claims,YES,high,
972,Listening active.,Claim,Q Claims,YES,high,
972,Data shared.,Claim,Q Claims,YES,high,
972,Nancy Salzman [historical timeline].,Claim,Q Claims,YES,high,
973,Sniffer detects traces of bypass override.,Claim,Q Claims,YES,high,
973,Layers upon layers.,Claim,Q Claims,YES,high,
973,New approach to silence.,Claim,Q Claims,YES,high,
981,You elected us to keep you safe.,Claim,Q Claims,YES,high,
981,"Where we go one, we go all.",Claim,Q Themes,NO,high,the WWG1WGA motto
986,History books.,Claim,Q Predictions,NO,high,predictive
988,Sessions public attack.,Claim,Q Claims,YES,high,
988,RR problems.,Claim,Q Claims,YES,high,
988,Seals broken.,Claim,Q Claims,YES,high,
988,[A]rrests.,Claim,Q Claims,YES,high,
988,Military start.,Claim,Q Claims,YES,high,
989,BIG problems.,Claim,Q Claims,YES,high,
992,Years.,Claim,Q Claims,YES,high,
994,Operators onsite.,Claim,Q Claims,YES,high,
996,20 years.,Claim,Q Claims,YES,high,
998,"The ""Chair"" serves the Master.",Claim,Q Claims,YES,high,
1001,Tunnels.,Claim,Q Claims,YES,high,
1009,Troops to Border.,Claim,Q Claims,YES,high,
1009,Private funds.,Claim,Q Claims,YES,high,
1009,D's involved.,Claim,Q Claims,YES,high,
1009,MS_13/Illegals road block.,Claim,Q Claims,YES,high,
1009,Sex traffic road block.,Claim,Q Claims,YES,high,
1009,Children road block.,Claim,Q Claims,YES,high,
1009,Drugs road block.,Claim,Q Claims,YES,high,
1009,China/Russia pass-through-intel-pull road block.,Claim,Q Claims,YES,high,
1009,Name we don't say AZ road block.,Claim,Q Claims,YES,high,
1009,Jeff Flake AZ road block.,Claim,Q Claims,YES,high,
1010,MASS EXT EVENTS DESIGNED TO DECREASE THREAT LEVEL OF POPULATION.,Claim,Q Claims,YES,high,
1010,CHEMICALS PUSHED FOR HOME USE CLEANING [CANCER][BABY ON FLOOR-HANDS IN MOUTH - THE START].,Claim,Q Claims,YES,high,
1010,UK/GER [5 days].,Claim,Q Claims,YES,high,
1012,"""Our thoughts and prayers are with the four U.S.",Claim,Q Claims,YES,low,split-sentence fragment (period after abbreviation broke the sentence)
1013,False drops.,Claim,Q Claims,YES,high,
1013,"Future ""Conspiracy"" push to norms.",Claim,Q Claims,YES,high,
1013,Bad mixed w/ good.,Claim,Q Claims,YES,high,
1015,$1.8mm Cory Booker - Singapore.,Claim,Q Claims,YES,high,
1015,$3.5mm Chuck Schumer - Israel.,Claim,Q Claims,YES,high,
1015,$400k Chris Christie - Mary Pat US.,Claim,Q Claims,YES,high,
1016,1/20/17 - today.,Claim,Q Claims,YES,high,
1019,Learning.,Claim,Q Claims,YES,high,
1021,Billions.,Claim,Q Claims,YES,high,
1022,We don�t say his name.,Claim,Q Claims,YES,high,
1029,Forced reaction.,Claim,Q Claims,YES,high,
1029,One of many vehicles.,Claim,Q Claims,YES,high,
1029,Intercepts.,Claim,Q Claims,YES,high,
1029,Birds.,Claim,Q Claims,YES,high,
1029,Fast movers.,Claim,Q Claims,YES,high,
1029,April Showers.,Claim,Q [ Brackets ],NO,high,certified/operational code or stringer
1032,Bigger than you know.,Claim,Q Claims,YES,high,
1035,Confirmed typo.,Claim,Q Claims,YES,high,
1037,BOOMs en route.,Claim,Q Predictions,NO,high,predictive
1038,Comms transfer castle.,Claim,Q Claims,YES,high,
1044,Videos / backup.,Claim,Q Claims,YES,high,
1045,We don�t inform our enemies of the specifics.,Claim,Q Claims,YES,high,
1045,We instead instill fear in them to make unplanned and disastrous countermoves.,Claim,Q Claims,YES,high,
1047,"Red, White, and Blue.",Claim,Q Claims,YES,high,
1050,Patriots together.,Claim,Q Themes,NO,high,recurring movement refrain
1051,We Fight for FREEDOM.,Claim,Q Claims,YES,high,
1052,BIRTH of a NEW NATION.,Claim,Q Claims,YES,high,
1055,Epstein�s plane.,Claim,Q Claims,YES,high,
1056,Biggest connection missing.,Claim,Q Claims,YES,high,
1058,Operators on standby.,Claim,Q Claims,YES,high,
1060,Not planned but necessary.,Claim,Q Claims,YES,high,
1063,Waiting.,Claim,Q Claims,YES,high,
1066,Reverting.,Claim,Q Claims,YES,high,
1069,Systematic weakening of the US.,Claim,Q Claims,YES,high,
1069,Traitors.,Claim,Q Claims,YES,high,
1070,"Talking to you, anon.",Claim,Q Claims,YES,high,
1070,April showers.,Claim,Q [ Brackets ],NO,high,certified/operational code or stringer
1072,Not R vs D.,Claim,Q Claims,YES,high,
1075,MediaMatters 4ch.,Claim,Q Claims,YES,high,
1075,Narrative + anything Q.,Claim,Q Claims,YES,high,
1075,Clowns + Twitter push.,Claim,Q Claims,YES,high,
1076,Patriots stand together.,Claim,Q Claims,YES,high,
1076,They want you divided.,Claim,Q Claims,YES,high,
1078,Castle_Green.,Claim,Q [ Brackets ],NO,high,certified/operational code or stringer
1079,Tracking good.,Claim,Q Claims,YES,high,
1080,Chem attack.,Claim,Q Claims,YES,high,
1081,POTUS NEVER telegraphs his moves.,Claim,Q Claims,YES,high,
1081,Moves and countermoves.,Claim,Q Themes,NO,high,recurring refrain
1082,The �Start.�,Claim,Q Claims,YES,high,
1086,No name in Syria.,Claim,Q Claims,YES,high,
1090,Pictures leaked for this very moment.,Claim,Q Claims,YES,high,
1090,Contractors.,Claim,Q Claims,YES,high,
1090,Special contractors.,Claim,Q Claims,YES,high,
1090,Buildings E of spider web.,Claim,Q Claims,YES,high,
1092,We love phones!,Claim,Q Claims,YES,high,
1094,All looking away.,Claim,Q Claims,YES,high,
1094,�TRUSTED� close proximity.,Claim,Q Claims,YES,high,
1097,Bigger than you know.,Claim,Q Claims,YES,high,
1097,One example of many.,Claim,Q Claims,YES,high,
1100,MZ campaign contribution promises.,Claim,Q Claims,YES,high,
1100,R's targeted (censorship/anti R = more $).,Claim,Q Claims,YES,high,
1100,Loud w/ findings.,Claim,Q Claims,YES,high,
1100,Money talks.,Claim,Q Claims,YES,high,
1102,FB violation of YOUR PRIVACY.,Claim,Q Claims,YES,high,
1102,FB actively TRACKING YOU.,Claim,Q Claims,YES,high,
1102,FB reading your PRIVATE messages.,Claim,Q Claims,YES,high,
1102,FB CENSORING (anti conservative).,Claim,Q Claims,YES,high,
1102,'Dummy' accounts to talk.,Claim,Q Claims,YES,high,
1103,NO FB account required.,Claim,Q Claims,YES,high,
1103,Agencies attached.,Claim,Q Claims,YES,high,
1106,ISRAEL strike harmed ability to prove events.,Claim,Q Claims,YES,high,
1109,CA Targeted.,Claim,Q Claims,YES,high,
1109,April Showers.,Claim,Q [ Brackets ],NO,high,certified/operational code or stringer
1110,RR problems.,Claim,Q Claims,YES,high,
1111,Amazing coincidence.,Claim,Q Claims,YES,high,
1111,+ Military start / wall.,Claim,Q Claims,YES,high,
1113,Chemicals.,Claim,Q Claims,YES,high,
1116,Good start.,Claim,Q Claims,YES,high,
1120,Article provides foundation.,Claim,Q Claims,YES,high,
1121,FBI burning midnight oil.,Claim,Q Claims,YES,high,
1123,Bolton cleaning house.,Claim,Q Claims,YES,high,
1124,Fireworks.,Claim,Q Predictions,NO,high,predictive
1124,POTUS� weekly address.,Claim,Q Claims,YES,high,
1125,IT�S HAPPENING.,Claim,Q Claims,YES,high,
1127,April Showers.,Claim,Q [ Brackets ],NO,high,certified/operational code or stringer
1134,Serious.,Claim,Q Claims,YES,high,
1138,IG (think Ray.Chandler).,Claim,Q Claims,YES,high,
1141,Misspellings matter.,Claim,Q Claims,YES,high,
1142,RR problems.,Claim,Q Claims,YES,high,
1145,Missiles only.,Claim,Q Claims,YES,high,
1146,The �date� vs �actual�.,Claim,Q Claims,YES,high,
1146,April SHOWERS.,Claim,Q [ Brackets ],NO,high,certified/operational code or stringer
1147,SC/LL deal drop.,Claim,Q Claims,YES,high,
1147,POTUS Tweet.,Claim,Q Claims,YES,high,
1148,Planned.,Claim,Q Claims,YES,high,
1148,RBG big problems.,Claim,Q Claims,YES,high,
1149,HRC appoints new AS replacement.,Claim,Q Claims,YES,high,
1149,RBG steps down.,Claim,Q Claims,YES,high,
1149,LL steps up.,Claim,Q Claims,YES,high,
1151,Side by side graphic.,Claim,Q Claims,YES,high,
1151,SS/LL deal drop(s) w/ orig timestamp(s).,Claim,Q Claims,YES,high,
1151,POTUS� Tweet.,Claim,Q Claims,YES,high,
1151,Important going forward.,Claim,Q Claims,YES,high,
1152,Proofs being lost.,Claim,Q Claims,YES,high,
1155,Only dropped here.,Claim,Q Claims,YES,high,
1157,Moving fast.,Claim,Q Claims,YES,high,
1160,[4] Clown UIDs here.,Claim,Q Claims,YES,high,
1160,GOOG �qanon� search stats (by country).,Claim,Q Claims,YES,high,
1161,AS 187 / Clown Black (Brennan).,Claim,Q Claims,YES,high,
1172,WRAYs of LIGHT.,Claim,Q Claims,YES,high,
1174,New Booms - Plane crash + Plane/17 drop.,Claim,Q Claims,YES,high,
1174,Attempt to prevent drops / awakening.,Claim,Q Claims,YES,high,
1176,Failure to retain position/ear.,Claim,Q Claims,YES,high,
1180,Relationships High.,Claim,Q Claims,YES,high,
1182,EOs post �pen� pics.,Claim,Q Claims,YES,high,
1184,Pelosi admits travel to North Korea [past].,Claim,Q Claims,YES,high,
1188,Engineers.,Claim,Q Claims,YES,high,
1188,Architects.,Claim,Q Claims,YES,high,
1190,All written same time.,Claim,Q Claims,YES,high,
1192,Q&A 5 min.,Claim,Q Claims,YES,high,
1195,SR connect to DNC.,Claim,Q Claims,YES,high,
1198,Time limited.,Claim,Q Claims,YES,high,
1200,They fall for it every single time.,Claim,Q Claims,YES,high,
1203,Big names in H-Wood / Gov�t (local/federal).,Claim,Q Claims,YES,high,
1203,All related.,Claim,Q Claims,YES,high,
1208,Over the target.,Claim,Q Claims,YES,high,"operational status assertion, not a slogan"
1212,"Age 10, 11, 12�.",Claim,Q Claims,YES,high,
1214,POTUS warning shot.,Claim,Q Claims,YES,high,
1215,Planned for later.,Claim,Q Claims,YES,high,
1219,Public announcement re: Leaks.,Claim,Q Claims,YES,high,
1219,Journalism ethics and standards.,Claim,Q Claims,YES,high,
1220,Clinton Foundation conflicts of interest.,Claim,Q Claims,YES,high,
