occurrenceKey,postNum,kind,start,end,identicalText,textA,textB,context
3778|namedEntities|137|139,3778,namedEntities,137,139,false,New York,NY,    Rep. Adam Schiff (D-CA) – Chair Intel ⏎ >>> Rep. Jerry Nadler (D-NY) – Chair Judiciary ⏎     Sen. Chuck Schumer (D-NY) – Senate Minority Leader
3896|namedEntities|433|457,3896,namedEntities,433,457,false,Wuhan University of Technology,University of Technology,"    https://www.justice.gov/opa/pr/harvard-university-professor-and-two-chinese-nationals-charged-three-separate-china-related ⏎ >>> “Unbeknownst to Harvard University beginning in 2011, Lieber became a “Strategic Scientist” at [Wuhan] University of Technology (WUT) in China and was a contractual participant in China’s Thousand Talents Plan from in or about 2012 to 2017.” ⏎     [rapid spread]"
3915|namedEntities|677|682,3915,namedEntities,677,682,true,China,China,    How do you TERM [BIDEN] live interviews? ⏎ >>> How do you TERM [H-BIDEN] Ukraine/China MSM coverage? ⏎     HOW DO YOU CHANGE THE NARRATIVE?
3992|namedEntities|76|83,3992,namedEntities,76,83,true,Mueller,Mueller,>>> [MUELLER] designed to take-in evidence needed to ‘expose’ DS [DOJ block re: Mueller ‘evidence’ ongoing investigation]. ⏎     [MUELLER] designed to limit POTUS’ ability to maneuver.
3992|namedEntities|76|83,3992,namedEntities,76,83,true,Mueller,Mueller,>>> [MUELLER] designed to take-in evidence needed to ‘expose’ DS [DOJ block re: Mueller ‘evidence’ ongoing investigation]. ⏎     [MUELLER] designed to limit POTUS’ ability to maneuver.
3992|namedEntities|76|83,3992,namedEntities,76,83,true,Mueller,Mueller,>>> [MUELLER] designed to take-in evidence needed to ‘expose’ DS [DOJ block re: Mueller ‘evidence’ ongoing investigation]. ⏎     [MUELLER] designed to limit POTUS’ ability to maneuver.
3992|namedEntities|76|83,3992,namedEntities,76,83,true,Mueller,Mueller,>>> [MUELLER] designed to take-in evidence needed to ‘expose’ DS [DOJ block re: Mueller ‘evidence’ ongoing investigation]. ⏎     [MUELLER] designed to limit POTUS’ ability to maneuver.
3992|namedEntities|76|83,3992,namedEntities,76,83,true,Mueller,Mueller,>>> [MUELLER] designed to take-in evidence needed to ‘expose’ DS [DOJ block re: Mueller ‘evidence’ ongoing investigation]. ⏎     [MUELLER] designed to limit POTUS’ ability to maneuver.
3992|namedEntities|76|83,3992,namedEntities,76,83,true,Mueller,Mueller,>>> [MUELLER] designed to take-in evidence needed to ‘expose’ DS [DOJ block re: Mueller ‘evidence’ ongoing investigation]. ⏎     [MUELLER] designed to limit POTUS’ ability to maneuver.
3992|namedEntities|76|83,3992,namedEntities,76,83,true,Mueller,Mueller,>>> [MUELLER] designed to take-in evidence needed to ‘expose’ DS [DOJ block re: Mueller ‘evidence’ ongoing investigation]. ⏎     [MUELLER] designed to limit POTUS’ ability to maneuver.
3992|namedEntities|76|83,3992,namedEntities,76,83,true,Mueller,Mueller,>>> [MUELLER] designed to take-in evidence needed to ‘expose’ DS [DOJ block re: Mueller ‘evidence’ ongoing investigation]. ⏎     [MUELLER] designed to limit POTUS’ ability to maneuver.
3992|namedEntities|76|83,3992,namedEntities,76,83,true,Mueller,Mueller,>>> [MUELLER] designed to take-in evidence needed to ‘expose’ DS [DOJ block re: Mueller ‘evidence’ ongoing investigation]. ⏎     [MUELLER] designed to limit POTUS’ ability to maneuver.
3992|namedEntities|76|83,3992,namedEntities,76,83,true,Mueller,Mueller,>>> [MUELLER] designed to take-in evidence needed to ‘expose’ DS [DOJ block re: Mueller ‘evidence’ ongoing investigation]. ⏎     [MUELLER] designed to limit POTUS’ ability to maneuver.
4098|namedEntities|69|77,4098,namedEntities,69,77,true,Renegade,Renegade,"    Why did [Hussein, Barry] choose 'RENEGADE' as USSS codename? ⏎ >>> Define 'Renegade'. ⏎     [Hussein, Barry] parents both fluent in Russian?"
4153|namedEntities|190|192,4153,namedEntities,190,192,false,WikiLeaks,WL,    >hand-to-hand transfer? ⏎ >>> >WL publish v SR 187? ⏎     >MS13 [2] 187 geo-location?
4156|namedEntities|115|117,4156,namedEntities,115,117,false,New York,NY,    https://twitter.com/kron4news/status/1258842982272217088 ⏎ >>> COVID-19 hard push [lock down extend] in swing states [CA-NY lead]? ⏎     [D] controlled?
436|emphasis|42|47,436,emphasis,42,47,true,[DNC],[DNC],    [DNC BREACH / DOSSIER] ⏎ >>> [DNC] ⏎     [SR]>
4381|emphasis|349|373,4381,emphasis,349,373,true,[prevent accountability],[prevent accountability],    [prevent public learning of truth] ⏎ >>> [prevent accountability] ⏎     [self-preservation]
4397|namedEntities|773|780,4397,namedEntities,773,780,true,America,America,"    Pray for Guidance. ⏎ >>> Pray for America. ⏎     Put on the full armor of God, so that you can take your stand against the devil's schemes."
4397|namedEntities|773|780,4397,namedEntities,773,780,true,America,America,"    Pray for Guidance. ⏎ >>> Pray for America. ⏎     Put on the full armor of God, so that you can take your stand against the devil's schemes."
4454|questions|238|404,4454,questions,238,404,true,"At the same time, they gave more power to their obedient followers, like Antifa, while keeping the rest of us trapped at home and censored online.""
virus OR ELECTION?","At the same time, they gave more power to their obedient followers, like Antifa, while keeping the rest of us trapped at home and censored online.""
virus OR ELECTION?","    https://www.foxnews.com/opinion/tucker-carlson-we-were-lied-to-about-coronavirus-and-the-mass-lockdowns-heres-the-proof ⏎ >>> ""We were all played. Corrupt politicians scared us into giving up control over the most basic questions in our lives. At the same time, they gave more power to their obedient followers, like Antifa, while keeping the rest of us trapped at home and censored online."" ⏎ >>> virus OR ELECTION? ⏎     virus OR EXCUSE TO PUSH VOTE-BY-MAIL?"
4552|namedEntities|293|295,4552,namedEntities,293,295,false,Planned Parenthood,PP,    Why would [D]s block a bill that stops infanticide [allow abortions up to point of birth] and does not provide new restrictions on abortion itself? ⏎ >>> How is taxpayer funded [PP] allowed to donate [large sums] of taxpayer funds to select members of [D] party? ⏎     Is this about a woman's right to choose OR SOMETHING ELSE?
4555|namedEntities|304|307,4555,namedEntities,304,307,false,Black Lives Matter,BLM,    [D] party funding? ⏎ >>> ALL DONATIONS TO BLM [BLM.com] ARE ROUTED THROUGH A DEMOCRAT-ONLY FUNDING ORG. ⏎     100% OF BLM DONORS ARE DEMOCRAT?
4586|namedEntities|123|125,4586,namedEntities,123,125,false,Florida,FL,    https://www.foxnews.com/health/coronavirus-update-florida-labs-not-reporting-negative-test-results-report ⏎ >>> How important is FL re: 2020 election? ⏎     1 lab = possible human-error
4620|namedEntities|487|494,4620,namedEntities,487,494,true,Hussein,Hussein,    Sequence of events. ⏎ >>> Flynn 1st strike designed to 1. cripple 2. prevent exposure of illegal acts [Hussein WH CoC] through NAT SEC [intel] discovery 3. Install ‘controlled’ replacement [rogue1_McMaster]. ⏎     McMaster removal of ‘loyalist’ intel community_NAT SEC
4620|namedEntities|3229|3231,4620,namedEntities,3229,3231,false,New York,NY,    10.	 Promote mail-in-voting as only ‘safe’ method _bypass NSA election security [installed midterms +1]. ⏎ >>> 11.	 Push state-bailout stimulus [CA][NY] + wish list items ⏎     12.	 Increase national debt [place China into controlling debt position _regain leverage]
4635|namedEntities|1782|1789,4635,namedEntities,1782,1789,true,America,America,"    Soros history ⏎ >>> Assault on America. ⏎     Ask yourself, why are [D] party leaders refusing to condemn the violence?"
4802|namedEntities|779|781,4802,namedEntities,779,781,false,New York,NY,    Removal of tech [tyranny] censorship [WHO foundation _anti WHO = suspend/terminate [C19 basis]]? ⏎ >>> Removal of bailout attempt re: CA & NY [debt solution]? ⏎     .........................
4817|namedEntities|54|59,4817,namedEntities,54,59,true,China,China,"    January 15, 2020: ⏎ >>> 1. USA CHINA Phase I deal executed [China bad day] ⏎     2. Impeachment articles released by Pelosi _walked [delivered] to Senate [attack v POTUS?][coordinated/planned for a specific day?]"
4820|namedEntities|0|22,4820,namedEntities,0,22,false,Clinton Foundation,THE CLINTON FOUNDATION,>>> THE CLINTON FOUNDATION. ⏎     WHITE HOUSE FOR SALE.
484|namedEntities|368|371,484,namedEntities,368,371,false,Australia,AUS,    Coincidence all donations to the CF terminated post defeat? ⏎ >>> What did AUS/UK obtain in exchange for all that money? ⏎     Where do majority of Rothschilds reside?
5|namedEntities|509|516,5,namedEntities,509,516,true,Clinton,Clinton,    Why did Soros transfer his bulk public funds to a NP? Note this doesn’t include massive slush funds that are pulled by several high ups. ⏎ >>> Why did Soros’ son have several meetings with Canadian PM and how is that related to Clinton’s? ⏎     Can you rely on being able to board a plane and fly away?
559|namedEntities|414|421,559,namedEntities,414,421,true,Hussein,Hussein,    Who else was in NK during this time? ⏎ >>> What private email address did Hussein use while in office? ⏎     Why would the Chairman of GOOG travel to NK?
563|emphasis|230|252,563,emphasis,230,252,true,THEY WANT YOU DIVIDED.,THEY WANT YOU DIVIDED.,    APART you are weak. ⏎ >>> THEY WANT YOU DIVIDED. ⏎     THEY WANT RACE WARS.
570|namedEntities|1821|1829,570,namedEntities,1821,1829,true,Sessions,Sessions,    Narrative intercept [4am]. ⏎ >>> Sessions/Nunes Russian OPS. ⏎     Repub distortion of facts to remove Mueller.[POTUS free pass].
570|namedEntities|1821|1829,570,namedEntities,1821,1829,true,Sessions,Sessions,    Narrative intercept [4am]. ⏎ >>> Sessions/Nunes Russian OPS. ⏎     Repub distortion of facts to remove Mueller.[POTUS free pass].
570|namedEntities|451|458,570,namedEntities,451,458,true,Hussein,Hussein,    [The 16 Year Plan To Destroy America] ⏎ >>> Hussein [8] ⏎     Install rogue_ops
570|namedEntities|941|945,570,namedEntities,941,945,true,Iran,Iran,"    [Clas-1, 2, 3] ⏎ >>> Blind-eye Iran [fund and supply] ⏎     Blind-eye [CLAS 23-41]"
636|namedEntities|180|187,636,namedEntities,180,187,true,Mueller,Mueller,    Mouthpiece/controlled. ⏎ >>> Carefully crafted 'out there' statements w/ falsified/fake Mueller drops will be made that nobody else would dare say/suggest. ⏎     Pawn.
778|namedEntities|44|49,778,namedEntities,44,49,true,China,China,    >>388588 ⏎ >>> Why is everything 'really' made in China? ⏎     Cost savings?
778|namedEntities|44|49,778,namedEntities,44,49,true,China,China,    >>388588 ⏎ >>> Why is everything 'really' made in China? ⏎     Cost savings?
898|namedEntities|45|47,898,namedEntities,45,47,false,Hong Kong,HK,    Think. ⏎ >>> Why would @Snowden go public while in HK PRIOR to traveling to so called final destination? ⏎     These people are stupid.
964|namedEntities|455|460,964,namedEntities,455,460,true,China,China,"    Think KGB. ⏎ >>> US, China, N Korea [3]. ⏎     FACEBOOK data dump?"
968|namedEntities|31|36,968,namedEntities,31,36,true,China,China,>>> Who else was at the meeting in China? ⏎     LIVE from CHINA.
