postNum,kind,identity,aliasesAttempted,aliasCount,postText
2072,namedEntities,Huber,,0,">>173 ⏎ The ""Experts"" ⏎ But… SESSIONS should appoint a 2nd SC in DC aka THE CORRUPT SWAMP ⏎ But… SESSIONS should appoint a 2nd SC in DC aka THE CORRUPT SWAMP [team of less than 20 typically] & wait 2-4 years [take a gamble] ⏎ But… SESSIONS should appoint a 2nd SC in DC aka THE CORRUPT SWAMP because unlike the CLINTON EMAIL CORRUPT CASE [as demonstrated by the FBI/DOJ people FIRED/REMOVED] this will be conducted faithfully and honestly [like MUELLER]  ⏎ But… HUBER has not ‘directly’ interviewed several witnesses therefore the appointment of HUBER by SESSIONS [and therefore the IG] is not genuine ⏎ But… SESSIONS & HUBER are following standard DOJ open/ongoing investigation policy by not discussing [making public] so therefore nothing must be happening [FIRE SESSIONS!] ⏎ But… HUBER [ability to prosecute + empanel a grand jury outside of DC [90%+ voted HRC (2016)], who already began the inve"
2072,namedEntities,Huber,,0,">>173 ⏎ The ""Experts"" ⏎ But… SESSIONS should appoint a 2nd SC in DC aka THE CORRUPT SWAMP ⏎ But… SESSIONS should appoint a 2nd SC in DC aka THE CORRUPT SWAMP [team of less than 20 typically] & wait 2-4 years [take a gamble] ⏎ But… SESSIONS should appoint a 2nd SC in DC aka THE CORRUPT SWAMP because unlike the CLINTON EMAIL CORRUPT CASE [as demonstrated by the FBI/DOJ people FIRED/REMOVED] this will be conducted faithfully and honestly [like MUELLER]  ⏎ But… HUBER has not ‘directly’ interviewed several witnesses therefore the appointment of HUBER by SESSIONS [and therefore the IG] is not genuine ⏎ But… SESSIONS & HUBER are following standard DOJ open/ongoing investigation policy by not discussing [making public] so therefore nothing must be happening [FIRE SESSIONS!] ⏎ But… HUBER [ability to prosecute + empanel a grand jury outside of DC [90%+ voted HRC (2016)], who already began the inve"
2072,namedEntities,Huber,,0,">>173 ⏎ The ""Experts"" ⏎ But… SESSIONS should appoint a 2nd SC in DC aka THE CORRUPT SWAMP ⏎ But… SESSIONS should appoint a 2nd SC in DC aka THE CORRUPT SWAMP [team of less than 20 typically] & wait 2-4 years [take a gamble] ⏎ But… SESSIONS should appoint a 2nd SC in DC aka THE CORRUPT SWAMP because unlike the CLINTON EMAIL CORRUPT CASE [as demonstrated by the FBI/DOJ people FIRED/REMOVED] this will be conducted faithfully and honestly [like MUELLER]  ⏎ But… HUBER has not ‘directly’ interviewed several witnesses therefore the appointment of HUBER by SESSIONS [and therefore the IG] is not genuine ⏎ But… SESSIONS & HUBER are following standard DOJ open/ongoing investigation policy by not discussing [making public] so therefore nothing must be happening [FIRE SESSIONS!] ⏎ But… HUBER [ability to prosecute + empanel a grand jury outside of DC [90%+ voted HRC (2016)], who already began the inve"
2072,namedEntities,Speaker of the House,Speaker of the House,1,">>173 ⏎ The ""Experts"" ⏎ But… SESSIONS should appoint a 2nd SC in DC aka THE CORRUPT SWAMP ⏎ But… SESSIONS should appoint a 2nd SC in DC aka THE CORRUPT SWAMP [team of less than 20 typically] & wait 2-4 years [take a gamble] ⏎ But… SESSIONS should appoint a 2nd SC in DC aka THE CORRUPT SWAMP because unlike the CLINTON EMAIL CORRUPT CASE [as demonstrated by the FBI/DOJ people FIRED/REMOVED] this will be conducted faithfully and honestly [like MUELLER]  ⏎ But… HUBER has not ‘directly’ interviewed several witnesses therefore the appointment of HUBER by SESSIONS [and therefore the IG] is not genuine ⏎ But… SESSIONS & HUBER are following standard DOJ open/ongoing investigation policy by not discussing [making public] so therefore nothing must be happening [FIRE SESSIONS!] ⏎ But… HUBER [ability to prosecute + empanel a grand jury outside of DC [90%+ voted HRC (2016)], who already began the inve"
2076,namedEntities,State Department OIG,State Department OIG,1,"https://fas.org/sgp/othergov/state-oig-email.pdf ⏎ ""as some compromised home systems have been reconfigured by these actors to automatically forward copies of all composed emails to an undisclosed recipient.” ⏎ Pages 33 & 34  ⏎ The More You Know…. ⏎ Q ⏎ "
2107,namedEntities,Brennan,,0,"https://www.realclearpolitics.com/video/2018/08/02/nunes_carter_page_fisa_redacted_to_hide_part_steele_dossier_played_cover_intel_agencies.html ⏎ Re_review important. ⏎ Who signed? ⏎ Who signed pg 380? ⏎ Who signed pg 389? ⏎ Who signed pg 390? ⏎ Who signed pg 391? ⏎ Who signed pg 392? ⏎ Pg 389 - Andrew McCabe ⏎ Pg 391 - Rod Rosenstein ⏎ Pg 271 - Dana Boente ⏎ Pg 269 - James Comey ⏎ Pg [    ] - Sally Yates ⏎ 'KNOWINGLY' used FALSE intelligence? ⏎ Think HRC [paid for] FAKE DOSSIER [bulk]. ⏎ Think Steele > BO [post FBI firing] intel collection. ⏎ Think DOJ/FBI classified leaks to FAKE NEWS > insert into FISA app in effort to provide 'new sources'. ⏎ Think PDB placement by BRENNAN to AUTHENTICATE source as credible. ⏎ Think BO >>> WEISSMANN 'regular updates' re: Steele [Firewall][Mueller] ⏎ …………………. ⏎ ""I declare under penalty of perjury that the foregoing information regarding Carter W. Page"
2107,namedEntities,Weissmann,Weissmann,1,"https://www.realclearpolitics.com/video/2018/08/02/nunes_carter_page_fisa_redacted_to_hide_part_steele_dossier_played_cover_intel_agencies.html ⏎ Re_review important. ⏎ Who signed? ⏎ Who signed pg 380? ⏎ Who signed pg 389? ⏎ Who signed pg 390? ⏎ Who signed pg 391? ⏎ Who signed pg 392? ⏎ Pg 389 - Andrew McCabe ⏎ Pg 391 - Rod Rosenstein ⏎ Pg 271 - Dana Boente ⏎ Pg 269 - James Comey ⏎ Pg [    ] - Sally Yates ⏎ 'KNOWINGLY' used FALSE intelligence? ⏎ Think HRC [paid for] FAKE DOSSIER [bulk]. ⏎ Think Steele > BO [post FBI firing] intel collection. ⏎ Think DOJ/FBI classified leaks to FAKE NEWS > insert into FISA app in effort to provide 'new sources'. ⏎ Think PDB placement by BRENNAN to AUTHENTICATE source as credible. ⏎ Think BO >>> WEISSMANN 'regular updates' re: Steele [Firewall][Mueller] ⏎ …………………. ⏎ ""I declare under penalty of perjury that the foregoing information regarding Carter W. Page"
2129,namedEntities,Hussein,,0,"DECLAS OF FISA WILL INITIATE THE RESIGNATION/RECUSAL AND/OR REMOVAL OF ROD ROSENSTEIN.  ⏎ DECLAS OF FISA WILL INITIATE THE 'AWARENESS' THAT ALL SIGNERS WILL BE [CURRENTLY] UNDER INVESTIGATION. ⏎ DECLAS OF FISA WILL FACTUALLY DEMONSTRATE WITHOUT ARGUMENT THE US GOVERNMENT, UNDER HUSSEIN, KNOWINGLY, PRESENTED FALSE EVIDENCE TO FISC IN AN EFFORT TO OBTAIN 'LEGAL' US INTELLIGENCE 'UMBRELLA' SURV OF POTUS [IDEN TARGET] FOR THE SOLE PURPOSE OF INFLUENCING THE 2016 ELECTION OF THE PRESIDENCY [NOT RUSSIA BUT HUSSEIN/HRC - PROJECTION] + SAFEGUARD AGAINST POSSIBLE LOSS OF POWER [FIREWALLS].  ⏎ USE OF BACKCHANNEL SURV / SPY INSERTION [BODY 1, 2, AND 5] BY UK/AUS [PRIMARY] ACTIVATED UNDER DIR BRENNAN DIR CLAPPER W/ PDB REGULAR UPDATES + [LIVE STREAMING] WH HUSSEIN NON-OVAL [SITUATION ROOM] COORDINATION. ⏎ FISA [FULL] BRINGS DOWN THE HOUSE [WH]. ⏎ Q ⏎ "
2129,namedEntities,Hussein,,0,"DECLAS OF FISA WILL INITIATE THE RESIGNATION/RECUSAL AND/OR REMOVAL OF ROD ROSENSTEIN.  ⏎ DECLAS OF FISA WILL INITIATE THE 'AWARENESS' THAT ALL SIGNERS WILL BE [CURRENTLY] UNDER INVESTIGATION. ⏎ DECLAS OF FISA WILL FACTUALLY DEMONSTRATE WITHOUT ARGUMENT THE US GOVERNMENT, UNDER HUSSEIN, KNOWINGLY, PRESENTED FALSE EVIDENCE TO FISC IN AN EFFORT TO OBTAIN 'LEGAL' US INTELLIGENCE 'UMBRELLA' SURV OF POTUS [IDEN TARGET] FOR THE SOLE PURPOSE OF INFLUENCING THE 2016 ELECTION OF THE PRESIDENCY [NOT RUSSIA BUT HUSSEIN/HRC - PROJECTION] + SAFEGUARD AGAINST POSSIBLE LOSS OF POWER [FIREWALLS].  ⏎ USE OF BACKCHANNEL SURV / SPY INSERTION [BODY 1, 2, AND 5] BY UK/AUS [PRIMARY] ACTIVATED UNDER DIR BRENNAN DIR CLAPPER W/ PDB REGULAR UPDATES + [LIVE STREAMING] WH HUSSEIN NON-OVAL [SITUATION ROOM] COORDINATION. ⏎ FISA [FULL] BRINGS DOWN THE HOUSE [WH]. ⏎ Q ⏎ "
2129,namedEntities,Hussein,,0,"DECLAS OF FISA WILL INITIATE THE RESIGNATION/RECUSAL AND/OR REMOVAL OF ROD ROSENSTEIN.  ⏎ DECLAS OF FISA WILL INITIATE THE 'AWARENESS' THAT ALL SIGNERS WILL BE [CURRENTLY] UNDER INVESTIGATION. ⏎ DECLAS OF FISA WILL FACTUALLY DEMONSTRATE WITHOUT ARGUMENT THE US GOVERNMENT, UNDER HUSSEIN, KNOWINGLY, PRESENTED FALSE EVIDENCE TO FISC IN AN EFFORT TO OBTAIN 'LEGAL' US INTELLIGENCE 'UMBRELLA' SURV OF POTUS [IDEN TARGET] FOR THE SOLE PURPOSE OF INFLUENCING THE 2016 ELECTION OF THE PRESIDENCY [NOT RUSSIA BUT HUSSEIN/HRC - PROJECTION] + SAFEGUARD AGAINST POSSIBLE LOSS OF POWER [FIREWALLS].  ⏎ USE OF BACKCHANNEL SURV / SPY INSERTION [BODY 1, 2, AND 5] BY UK/AUS [PRIMARY] ACTIVATED UNDER DIR BRENNAN DIR CLAPPER W/ PDB REGULAR UPDATES + [LIVE STREAMING] WH HUSSEIN NON-OVAL [SITUATION ROOM] COORDINATION. ⏎ FISA [FULL] BRINGS DOWN THE HOUSE [WH]. ⏎ Q ⏎ "
2129,namedEntities,Brennan,,0,"DECLAS OF FISA WILL INITIATE THE RESIGNATION/RECUSAL AND/OR REMOVAL OF ROD ROSENSTEIN.  ⏎ DECLAS OF FISA WILL INITIATE THE 'AWARENESS' THAT ALL SIGNERS WILL BE [CURRENTLY] UNDER INVESTIGATION. ⏎ DECLAS OF FISA WILL FACTUALLY DEMONSTRATE WITHOUT ARGUMENT THE US GOVERNMENT, UNDER HUSSEIN, KNOWINGLY, PRESENTED FALSE EVIDENCE TO FISC IN AN EFFORT TO OBTAIN 'LEGAL' US INTELLIGENCE 'UMBRELLA' SURV OF POTUS [IDEN TARGET] FOR THE SOLE PURPOSE OF INFLUENCING THE 2016 ELECTION OF THE PRESIDENCY [NOT RUSSIA BUT HUSSEIN/HRC - PROJECTION] + SAFEGUARD AGAINST POSSIBLE LOSS OF POWER [FIREWALLS].  ⏎ USE OF BACKCHANNEL SURV / SPY INSERTION [BODY 1, 2, AND 5] BY UK/AUS [PRIMARY] ACTIVATED UNDER DIR BRENNAN DIR CLAPPER W/ PDB REGULAR UPDATES + [LIVE STREAMING] WH HUSSEIN NON-OVAL [SITUATION ROOM] COORDINATION. ⏎ FISA [FULL] BRINGS DOWN THE HOUSE [WH]. ⏎ Q ⏎ "
2129,namedEntities,Clapper,Clapper,1,"DECLAS OF FISA WILL INITIATE THE RESIGNATION/RECUSAL AND/OR REMOVAL OF ROD ROSENSTEIN.  ⏎ DECLAS OF FISA WILL INITIATE THE 'AWARENESS' THAT ALL SIGNERS WILL BE [CURRENTLY] UNDER INVESTIGATION. ⏎ DECLAS OF FISA WILL FACTUALLY DEMONSTRATE WITHOUT ARGUMENT THE US GOVERNMENT, UNDER HUSSEIN, KNOWINGLY, PRESENTED FALSE EVIDENCE TO FISC IN AN EFFORT TO OBTAIN 'LEGAL' US INTELLIGENCE 'UMBRELLA' SURV OF POTUS [IDEN TARGET] FOR THE SOLE PURPOSE OF INFLUENCING THE 2016 ELECTION OF THE PRESIDENCY [NOT RUSSIA BUT HUSSEIN/HRC - PROJECTION] + SAFEGUARD AGAINST POSSIBLE LOSS OF POWER [FIREWALLS].  ⏎ USE OF BACKCHANNEL SURV / SPY INSERTION [BODY 1, 2, AND 5] BY UK/AUS [PRIMARY] ACTIVATED UNDER DIR BRENNAN DIR CLAPPER W/ PDB REGULAR UPDATES + [LIVE STREAMING] WH HUSSEIN NON-OVAL [SITUATION ROOM] COORDINATION. ⏎ FISA [FULL] BRINGS DOWN THE HOUSE [WH]. ⏎ Q ⏎ "
2136,namedEntities,CBN News,CBN News,1,[Sample] ⏎ http://www.foxnews.com/politics/2018/09/10/maxine-waters-goes-on-trump-impeachment-tear-vows-to-get-him.html ⏎ https://www.msnbc.com/morning-joe/watch/author-believes-multiple-grounds-for-impeaching-trump-1316688451927?v=raila& ⏎ https://www.theatlantic.com/politics/archive/2018/09/jerry-nadler-trump-democrats-impeachment/569626/ ⏎ https://www.nbcnews.com/politics/donald-trump/shhhh-dem-leaders-don-t-want-say-impeach-bill-clinton-n907906 ⏎ http://thehill.com/opinion/campaign/405891-impeachment-will-be-at-the-top-of-democrats-agenda-if-they-take-the-house ⏎ http://www1.cbn.com/cbnnews/politics/2018/september/as-congresswoman-chants-impeachment-8-times-others-point-to-coup-in-trump-admin ⏎ https://www.independent.co.uk/news/world/americas/us-politics/trump-impeachment-robert-mueller-russia-investigation-bob-woodward-richard-nixon-john-ehrlichman-a8528241.html ⏎ https://heavy.com
2136,namedEntities,The Independent,The Independent,1,[Sample] ⏎ http://www.foxnews.com/politics/2018/09/10/maxine-waters-goes-on-trump-impeachment-tear-vows-to-get-him.html ⏎ https://www.msnbc.com/morning-joe/watch/author-believes-multiple-grounds-for-impeaching-trump-1316688451927?v=raila& ⏎ https://www.theatlantic.com/politics/archive/2018/09/jerry-nadler-trump-democrats-impeachment/569626/ ⏎ https://www.nbcnews.com/politics/donald-trump/shhhh-dem-leaders-don-t-want-say-impeach-bill-clinton-n907906 ⏎ http://thehill.com/opinion/campaign/405891-impeachment-will-be-at-the-top-of-democrats-agenda-if-they-take-the-house ⏎ http://www1.cbn.com/cbnnews/politics/2018/september/as-congresswoman-chants-impeachment-8-times-others-point-to-coup-in-trump-admin ⏎ https://www.independent.co.uk/news/world/americas/us-politics/trump-impeachment-robert-mueller-russia-investigation-bob-woodward-richard-nixon-john-ehrlichman-a8528241.html ⏎ https://heavy.com
2150,namedEntities,Patriot Day,Patriot Day,1,http://www.military.com/video/operations-and-strategy/terrorism/powerful-must-see-9-11-tribute/2663294173001 ⏎ We Will Never FORGET! ⏎ We Will Never FORGIVE! ⏎ https://www.whitehouse.gov/presidential-actions/presidential-proclamation-patriot-day-2018/ ⏎ PATRIOT DAY. ⏎ Q ⏎ 
2165,namedEntities,Sessions,,0,How do you inflict MAX PAIN / DAMAGE? ⏎ Drop [daily] carpet bombs [RATS RUNNING] >>> drop/release MOAB? ⏎ https://saraacarter.com/how-anti-trump-leakers-moved-from-offense-to-defense/ ⏎ SESSIONS and FLYNN [targeted] for [immediate] removal/recusal?  ⏎ SESSIONS Senate CONF vote? ⏎ [RR] Senate CONF vote? ⏎ Reconcile. ⏎ IF SESSIONS WASN'T A THREAT WHY WAS HE THE PRIMARY TARGET? ⏎ WHY WAS IT CRITICAL TO MOVE [RR] INTO DOJ ACTING AG RE: APPOINTMENT OF MUELLER / DIR SC OVERSIGHT [AUTH]? ⏎ IF YOU KNOW WHAT YOUR ENEMY IS PLANNING HOW DO YOU PREPARE STRATEGICALLY? ⏎ THINK TODAY. ⏎ LEFT SUPPORTING SESSIONS? ⏎ LEFT DEFENDING SESSIONS? ⏎ STRATEGIC ADVANTAGE? ⏎ http://www.foxnews.com/politics/2018/09/12/new-strzok-page-texts-reveal-others-were-leaking-like-mad-in-lead-up-to-trump-russia-probe.html ⏎ https://twitter.com/FoxBusiness/status/1039907275274678273 ⏎ https://twitter.com/AmericaNewsroom/statu
2165,namedEntities,Sessions,,0,How do you inflict MAX PAIN / DAMAGE? ⏎ Drop [daily] carpet bombs [RATS RUNNING] >>> drop/release MOAB? ⏎ https://saraacarter.com/how-anti-trump-leakers-moved-from-offense-to-defense/ ⏎ SESSIONS and FLYNN [targeted] for [immediate] removal/recusal?  ⏎ SESSIONS Senate CONF vote? ⏎ [RR] Senate CONF vote? ⏎ Reconcile. ⏎ IF SESSIONS WASN'T A THREAT WHY WAS HE THE PRIMARY TARGET? ⏎ WHY WAS IT CRITICAL TO MOVE [RR] INTO DOJ ACTING AG RE: APPOINTMENT OF MUELLER / DIR SC OVERSIGHT [AUTH]? ⏎ IF YOU KNOW WHAT YOUR ENEMY IS PLANNING HOW DO YOU PREPARE STRATEGICALLY? ⏎ THINK TODAY. ⏎ LEFT SUPPORTING SESSIONS? ⏎ LEFT DEFENDING SESSIONS? ⏎ STRATEGIC ADVANTAGE? ⏎ http://www.foxnews.com/politics/2018/09/12/new-strzok-page-texts-reveal-others-were-leaking-like-mad-in-lead-up-to-trump-russia-probe.html ⏎ https://twitter.com/FoxBusiness/status/1039907275274678273 ⏎ https://twitter.com/AmericaNewsroom/statu
2165,namedEntities,Sessions,,0,How do you inflict MAX PAIN / DAMAGE? ⏎ Drop [daily] carpet bombs [RATS RUNNING] >>> drop/release MOAB? ⏎ https://saraacarter.com/how-anti-trump-leakers-moved-from-offense-to-defense/ ⏎ SESSIONS and FLYNN [targeted] for [immediate] removal/recusal?  ⏎ SESSIONS Senate CONF vote? ⏎ [RR] Senate CONF vote? ⏎ Reconcile. ⏎ IF SESSIONS WASN'T A THREAT WHY WAS HE THE PRIMARY TARGET? ⏎ WHY WAS IT CRITICAL TO MOVE [RR] INTO DOJ ACTING AG RE: APPOINTMENT OF MUELLER / DIR SC OVERSIGHT [AUTH]? ⏎ IF YOU KNOW WHAT YOUR ENEMY IS PLANNING HOW DO YOU PREPARE STRATEGICALLY? ⏎ THINK TODAY. ⏎ LEFT SUPPORTING SESSIONS? ⏎ LEFT DEFENDING SESSIONS? ⏎ STRATEGIC ADVANTAGE? ⏎ http://www.foxnews.com/politics/2018/09/12/new-strzok-page-texts-reveal-others-were-leaking-like-mad-in-lead-up-to-trump-russia-probe.html ⏎ https://twitter.com/FoxBusiness/status/1039907275274678273 ⏎ https://twitter.com/AmericaNewsroom/statu
2165,namedEntities,Sessions,,0,How do you inflict MAX PAIN / DAMAGE? ⏎ Drop [daily] carpet bombs [RATS RUNNING] >>> drop/release MOAB? ⏎ https://saraacarter.com/how-anti-trump-leakers-moved-from-offense-to-defense/ ⏎ SESSIONS and FLYNN [targeted] for [immediate] removal/recusal?  ⏎ SESSIONS Senate CONF vote? ⏎ [RR] Senate CONF vote? ⏎ Reconcile. ⏎ IF SESSIONS WASN'T A THREAT WHY WAS HE THE PRIMARY TARGET? ⏎ WHY WAS IT CRITICAL TO MOVE [RR] INTO DOJ ACTING AG RE: APPOINTMENT OF MUELLER / DIR SC OVERSIGHT [AUTH]? ⏎ IF YOU KNOW WHAT YOUR ENEMY IS PLANNING HOW DO YOU PREPARE STRATEGICALLY? ⏎ THINK TODAY. ⏎ LEFT SUPPORTING SESSIONS? ⏎ LEFT DEFENDING SESSIONS? ⏎ STRATEGIC ADVANTAGE? ⏎ http://www.foxnews.com/politics/2018/09/12/new-strzok-page-texts-reveal-others-were-leaking-like-mad-in-lead-up-to-trump-russia-probe.html ⏎ https://twitter.com/FoxBusiness/status/1039907275274678273 ⏎ https://twitter.com/AmericaNewsroom/statu
2165,namedEntities,Sessions,,0,How do you inflict MAX PAIN / DAMAGE? ⏎ Drop [daily] carpet bombs [RATS RUNNING] >>> drop/release MOAB? ⏎ https://saraacarter.com/how-anti-trump-leakers-moved-from-offense-to-defense/ ⏎ SESSIONS and FLYNN [targeted] for [immediate] removal/recusal?  ⏎ SESSIONS Senate CONF vote? ⏎ [RR] Senate CONF vote? ⏎ Reconcile. ⏎ IF SESSIONS WASN'T A THREAT WHY WAS HE THE PRIMARY TARGET? ⏎ WHY WAS IT CRITICAL TO MOVE [RR] INTO DOJ ACTING AG RE: APPOINTMENT OF MUELLER / DIR SC OVERSIGHT [AUTH]? ⏎ IF YOU KNOW WHAT YOUR ENEMY IS PLANNING HOW DO YOU PREPARE STRATEGICALLY? ⏎ THINK TODAY. ⏎ LEFT SUPPORTING SESSIONS? ⏎ LEFT DEFENDING SESSIONS? ⏎ STRATEGIC ADVANTAGE? ⏎ http://www.foxnews.com/politics/2018/09/12/new-strzok-page-texts-reveal-others-were-leaking-like-mad-in-lead-up-to-trump-russia-probe.html ⏎ https://twitter.com/FoxBusiness/status/1039907275274678273 ⏎ https://twitter.com/AmericaNewsroom/statu
2165,namedEntities,Mueller,,0,How do you inflict MAX PAIN / DAMAGE? ⏎ Drop [daily] carpet bombs [RATS RUNNING] >>> drop/release MOAB? ⏎ https://saraacarter.com/how-anti-trump-leakers-moved-from-offense-to-defense/ ⏎ SESSIONS and FLYNN [targeted] for [immediate] removal/recusal?  ⏎ SESSIONS Senate CONF vote? ⏎ [RR] Senate CONF vote? ⏎ Reconcile. ⏎ IF SESSIONS WASN'T A THREAT WHY WAS HE THE PRIMARY TARGET? ⏎ WHY WAS IT CRITICAL TO MOVE [RR] INTO DOJ ACTING AG RE: APPOINTMENT OF MUELLER / DIR SC OVERSIGHT [AUTH]? ⏎ IF YOU KNOW WHAT YOUR ENEMY IS PLANNING HOW DO YOU PREPARE STRATEGICALLY? ⏎ THINK TODAY. ⏎ LEFT SUPPORTING SESSIONS? ⏎ LEFT DEFENDING SESSIONS? ⏎ STRATEGIC ADVANTAGE? ⏎ http://www.foxnews.com/politics/2018/09/12/new-strzok-page-texts-reveal-others-were-leaking-like-mad-in-lead-up-to-trump-russia-probe.html ⏎ https://twitter.com/FoxBusiness/status/1039907275274678273 ⏎ https://twitter.com/AmericaNewsroom/statu
2165,namedEntities,Flynn,,0,How do you inflict MAX PAIN / DAMAGE? ⏎ Drop [daily] carpet bombs [RATS RUNNING] >>> drop/release MOAB? ⏎ https://saraacarter.com/how-anti-trump-leakers-moved-from-offense-to-defense/ ⏎ SESSIONS and FLYNN [targeted] for [immediate] removal/recusal?  ⏎ SESSIONS Senate CONF vote? ⏎ [RR] Senate CONF vote? ⏎ Reconcile. ⏎ IF SESSIONS WASN'T A THREAT WHY WAS HE THE PRIMARY TARGET? ⏎ WHY WAS IT CRITICAL TO MOVE [RR] INTO DOJ ACTING AG RE: APPOINTMENT OF MUELLER / DIR SC OVERSIGHT [AUTH]? ⏎ IF YOU KNOW WHAT YOUR ENEMY IS PLANNING HOW DO YOU PREPARE STRATEGICALLY? ⏎ THINK TODAY. ⏎ LEFT SUPPORTING SESSIONS? ⏎ LEFT DEFENDING SESSIONS? ⏎ STRATEGIC ADVANTAGE? ⏎ http://www.foxnews.com/politics/2018/09/12/new-strzok-page-texts-reveal-others-were-leaking-like-mad-in-lead-up-to-trump-russia-probe.html ⏎ https://twitter.com/FoxBusiness/status/1039907275274678273 ⏎ https://twitter.com/AmericaNewsroom/statu
2180,namedEntities,Mueller,,0,"http://www.foxnews.com/politics/2018/09/16/lisa-page-testimony-collusion-still-unproven-by-time-muellers-special-counsel-appointment.html ⏎ No evidence of 'Collusion' PRIOR TO MUELLER appointment? ⏎ https://dailycaller.com/2018/09/16/house-intelligence-russia-transcripts/ ⏎ [HOUSE OF CARDS] ⏎ https://dailycaller.com/2018/02/09/three-democrats-rouhani-louis-farrakhan/ ⏎ Why would [3] D Congressman attend a private dinner w/ Iranian President Hassan Rouhani [#1 state sponsor of terrorism] in 2013? ⏎ >>Rep Keith Ellison (Minnesota) ⏎ >>Rep Andre Carson (Indiana) ⏎ >>Rep Gregory Meeks (New York)  ⏎ >>Louis Farrakhan ⏎ http://history.house.gov/Institution/Origins-Development/Oath-of-Office/ ⏎ ""I do solemnly swear (or affirm) that I will support and defend the Constitution of the United States against all enemies, foreign and domestic; that I will bear true faith and allegiance to the same; th"
2181,namedEntities,Nunes,,0,>>242 ⏎ https://twitter.com/realDonaldTrump/status/1041362405350141952 ⏎ Timestamp & Content. ⏎ 12:24 ⏎ 12:25 ⏎ https://dailycaller.com/2018/09/16/house-intelligence-russia-transcripts/ ⏎ NUNES ⏎ AWAKE? ⏎ HAPPY SUNDAY! ⏎ Q ⏎ 
2181,namedEntities,House Intelligence,House Intelligence,1,>>242 ⏎ https://twitter.com/realDonaldTrump/status/1041362405350141952 ⏎ Timestamp & Content. ⏎ 12:24 ⏎ 12:25 ⏎ https://dailycaller.com/2018/09/16/house-intelligence-russia-transcripts/ ⏎ NUNES ⏎ AWAKE? ⏎ HAPPY SUNDAY! ⏎ Q ⏎ 
2197,namedEntities,Sessions,,0,Activate ]SESSIONS[ ⏎ Q ⏎ 
2203,namedEntities,Lynch,Lynch,1,PANIC IN DC ⏎ LYNCH talking. ⏎ Q ⏎ 
2204,namedEntities,Sessions,,0,PANIC IN DC ⏎ SESSIONS & HUBER WEEKEND MEETING(S). ⏎ Q ⏎ 
2204,namedEntities,Huber,,0,PANIC IN DC ⏎ SESSIONS & HUBER WEEKEND MEETING(S). ⏎ Q ⏎ 
2205,namedEntities,Sessions,,0,"PANIC IN DC ⏎ SESSIONS CLAS LETTER TO SC JUSTICES 1&2 RE: RECUSAL, UNRECUSAL, AND CLARITY RE: CONFLICTS BASED ON UNCLASSIFIED MATERIAL [TODAY]. ⏎ HIGHEST COURT AUTHORITY APPROVAL  ⏎ Q ⏎ "
2206,namedEntities,Wired,Wired,1,https://twitter.com/HillaryClinton/status/1042067964403572736 ⏎ DEFINE PROJECTION. ⏎ DS PANIC IS REAL. ⏎ https://www.wired.com/story/qanon-conspiracy-facebook-meme-ai/ ⏎ THINK ABOUT REAL-TIME 'Q' TRACKING. ⏎ SEPT 10 DROP re: MEMES NON_NSA ABILITY ⏎ SEPT 13 & 14 [2] ARTICLES DROP re: FB MEMES ⏎ SEPT 16 [2] ARTICLES DROPPED/HIGHLIGHTED [EXAMPLES] ⏎ SEPT 18 [WIRED] RESPONDS [1] ARTICLE re: MEMES & Q ⏎ THE WAR IS REAL. ⏎ https://www.washingtonpost.com/outlook/2018/09/18/how-conspiracy-theories-spread-internets-darkest-corners/?utm_term=.e968aa9fb4ea ⏎ THE POWER YOU HAVE IS REAL. ⏎ FIGHT! FIGHT! FIGHT! ⏎ Q ⏎ 
2207,namedEntities,Hussein,,0,"[Example] ⏎ https://twitter.com/EricHolder/status/1042020158489944064 ⏎ https://twitter.com/RepSwalwell/status/1041823800034131968 ⏎ ABUSE OF POWER? ⏎ [Reminder - HUSSEIN EO] ⏎ https://www.gpo.gov/fdsys/pkg/CFR-2010-title3-vol1/pdf/CFR-2010-title3-vol1-eo13526.pdf ⏎ Executive Order 13526 ⏎ Sec 1.7 ⏎ ""Classification Prohibitions and Limitations. (a) In no case shall information be classified, continue to be maintained as classified, or fail to be declassified in order to: ⏎ (1) conceal violations of law, inefficiency, or administrative error; ⏎ (2) prevent embarrassment to a person, organization, or agency; ⏎ (3) restrain competition; or ⏎ (4) prevent or delay the release of information that does not require protection in the interest of the national security."" ⏎ SLEEP NO MORE? ⏎ THE AMERICAN PEOPLE (& OTHERS AROUND THE WORLD) ARE AWAKENING.  ⏎ PANIC? ⏎ GAME OVER. ⏎ Q ⏎ "
