recordId,postNum,storedPhrase,sentenceText,directivePhrase,authorshipState,sourceType,priorRuling,v3Ruling,proposedRuling,themes,reason
"323#0","323","God bless each and every one of you.","God bless each and every one of you.","God bless each and every one of you.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"33#2","33","God bless.","God bless.","God bless.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"336#0","336","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"337#1","337","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"3383#0","3383","Imagine what would happen, if, by law, every US Congressman/woman, US Senator, President etc. was by US law audited every 1-2 years by an independent agency.","Imagine what would happen, if, by law, every US Congressman/woman, US Senator, President etc. was by US law audited every 1-2 years by an independent agency.","Imagine what would happen, if, by law, every US Congressman/woman, US Senator, President etc. was by US law audited every 1-2 years by an independent agency.","QUOTED_OR_EMBEDDED","QUOTED_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","REMOVE_QUOTED_OR_THIRD_PARTY","","pasted passage directly beneath a source link or pointer"
"3383#1","3383","DRAIN THE SWAMP.","DRAIN THE SWAMP.","DRAIN THE SWAMP.","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP_Q_DIRECTIVE","","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"346#0","346","Godspeed, Patriots.","Godspeed, Patriots.","Godspeed, Patriots.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"349#0","349","God bless, Q","God bless, Q","God bless,","Q_AUTHORED_CURRENT_POST","Q_BODY","NEEDS_CONTEXT","","REMOVE_BLESSING_OR_VALEDICTION","","blessing/valediction, Q signature cut into its own span (rule 7)"
"35#2","35","God bless my fellow Americans.","God bless my fellow Americans.","God bless my fellow Americans.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","KEEP_Q_DIRECTIVE","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"35#3","35","It is time to take back our country and make America great again.","It is time to take back our country and make America great again.","It is time to take back our country and make America great again.","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP_Q_DIRECTIVE","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"35#4","35","Let us salute and pray for the brave men and women in uniform who will undertake this assignment to bring forth peace, unity, and return power to the people.","Let us salute and pray for the brave men and women in uniform who will undertake this assignment to bring forth peace, unity, and return power to the people.","Let us salute and pray for the brave men and women in uniform who will undertake this assignment to bring forth peace, unity, and return power to the people.","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","Religion & Spirituality","canonical post body, no embedded-source evidence"
"3503#0","3503","God bless and thank you.","God bless and thank you.","God bless and thank you.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"351#0","351","Godspeed, Patriots.","Godspeed, Patriots.","Godspeed, Patriots.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"353#0","353","Godspeed, Q","Godspeed, Q","Godspeed,","Q_AUTHORED_CURRENT_POST","Q_BODY","NEEDS_CONTEXT","","REMOVE_BLESSING_OR_VALEDICTION","","blessing/valediction, Q signature cut into its own span (rule 7)"
"3593#0","3593","Put on the full armor of God, so that you can take your stand against the devil's schemes.","Put on the full armor of God, so that you can take your stand against the devil’s schemes.","Put on the full armor of God, so that you can take your stand against the devil’s schemes.","QUOTED_OR_EMBEDDED","QUOTED_SCRIPTURE","REMOVE_QUOTED_SCRIPTURE","KEEP_Q_DIRECTIVE","REMOVE_QUOTED_SCRIPTURE","","reproduced scripture"
"3593#1","3593","Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.","Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.","Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.","QUOTED_OR_EMBEDDED","QUOTED_SCRIPTURE","REMOVE_QUOTED_SCRIPTURE","","REMOVE_QUOTED_SCRIPTURE","","reproduced scripture"
"3593#2","3593","Take the helmet of salvation and the sword of the Spirit, which is the word of God.","Take the helmet of salvation and the sword of the Spirit, which is the word of God.","Take the helmet of salvation and the sword of the Spirit, which is the word of God.","QUOTED_OR_EMBEDDED","QUOTED_SCRIPTURE","REMOVE_QUOTED_SCRIPTURE","","REMOVE_QUOTED_SCRIPTURE","","reproduced scripture"
"3593#3","3593","Prepare.","Prepare.","Prepare.","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP_Q_DIRECTIVE","","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"3594#0","3594","Put on the full armor of God, so that you can take your stand against the devil's schemes.","Put on the full armor of God, so that you can take your stand against the devil’s schemes.","Put on the full armor of God, so that you can take your stand against the devil’s schemes.","QUOTED_OR_EMBEDDED","QUOTED_SCRIPTURE","REMOVE_QUOTED_SCRIPTURE","KEEP_Q_DIRECTIVE","REMOVE_QUOTED_SCRIPTURE","","reproduced scripture"
"3594#1","3594","Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.","Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.","Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.","QUOTED_OR_EMBEDDED","QUOTED_SCRIPTURE","REMOVE_QUOTED_SCRIPTURE","","REMOVE_QUOTED_SCRIPTURE","","reproduced scripture"
"3594#2","3594","Take the helmet of salvation and the sword of the Spirit, which is the word of God.","Take the helmet of salvation and the sword of the Spirit, which is the word of God.","Take the helmet of salvation and the sword of the Spirit, which is the word of God.","QUOTED_OR_EMBEDDED","QUOTED_SCRIPTURE","REMOVE_QUOTED_SCRIPTURE","","REMOVE_QUOTED_SCRIPTURE","","reproduced scripture"
"3594#3","3594","Prepare.","Prepare.","Prepare.","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP_Q_DIRECTIVE","","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"362#0","362","Godspeed, Patriots.","Godspeed, Patriots.","Godspeed, Patriots.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"3683#0","3683","God bless you.","God bless you.","God bless you.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"3887#0","3887","Put on the full armor of God, so that you can take your stand against the devil's schemes.","Put on the full armor of God, so that you can take your stand against the devil’s schemes.","Put on the full armor of God, so that you can take your stand against the devil’s schemes.","QUOTED_OR_EMBEDDED","QUOTED_SCRIPTURE","REMOVE_QUOTED_SCRIPTURE","","REMOVE_QUOTED_SCRIPTURE","","reproduced scripture"
"3887#1","3887","Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.","Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.","Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.","QUOTED_OR_EMBEDDED","QUOTED_SCRIPTURE","REMOVE_QUOTED_SCRIPTURE","","REMOVE_QUOTED_SCRIPTURE","","reproduced scripture"
"3887#2","3887","Take the helmet of salvation and the sword of the Spirit, which is the word of God.","Take the helmet of salvation and the sword of the Spirit, which is the word of God.","Take the helmet of salvation and the sword of the Spirit, which is the word of God.","QUOTED_OR_EMBEDDED","QUOTED_SCRIPTURE","REMOVE_QUOTED_SCRIPTURE","","REMOVE_QUOTED_SCRIPTURE","","reproduced scripture"
"3889#0","3889","Have faith and trust in yourself.","Have faith and trust in yourself.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"3890#0","3890","Godspeed.","Godspeed.","Godspeed.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"3907#1","3907","GOD BLESS AMERICA.","GOD BLESS AMERICA.","GOD BLESS AMERICA.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","KEEP_Q_DIRECTIVE","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"3907#4","3907","WE MUST FIGHT AGAIN.","WE MUST FIGHT AGAIN.","WE MUST FIGHT AGAIN.","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP_Q_DIRECTIVE","","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"393#0","393","Godspeed, Q","Godspeed, Q","Godspeed,","Q_AUTHORED_CURRENT_POST","Q_BODY","NEEDS_CONTEXT","","REMOVE_BLESSING_OR_VALEDICTION","","blessing/valediction, Q signature cut into its own span (rule 7)"
"394#0","394","Godspeed, Q","Godspeed, Q","Godspeed,","Q_AUTHORED_CURRENT_POST","Q_BODY","NEEDS_CONTEXT","","REMOVE_BLESSING_OR_VALEDICTION","","blessing/valediction, Q signature cut into its own span (rule 7)"
"3950#0","3950","God bless each and every one of you.","God bless each and every one of you.","God bless each and every one of you.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"4#3","4","Again, there are a lot more good people than bad so have faith.","Again, there are a lot more good people than bad so have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"409#1","409","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"414#0","414","God bless, Patriot.","God bless, Patriot.","God bless, Patriot.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"415#1","415","Godspeed, Patriots.","Godspeed, Patriots.","Godspeed, Patriots.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"4207#0","4207","Put on the full armor of God, so that you can take your stand against the devil's schemes.","Put on the full armor of God, so that you can take your stand against the devil’s schemes.","Put on the full armor of God, so that you can take your stand against the devil’s schemes.","QUOTED_OR_EMBEDDED","QUOTED_SCRIPTURE","REMOVE_QUOTED_SCRIPTURE","","REMOVE_QUOTED_SCRIPTURE","","reproduced scripture"
"4207#1","4207","Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.","Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.","Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.","QUOTED_OR_EMBEDDED","QUOTED_SCRIPTURE","REMOVE_QUOTED_SCRIPTURE","","REMOVE_QUOTED_SCRIPTURE","","reproduced scripture"
"4207#2","4207","Take the helmet of salvation and the sword of the Spirit, which is the word of God.","Take the helmet of salvation and the sword of the Spirit, which is the word of God.","Take the helmet of salvation and the sword of the Spirit, which is the word of God.","QUOTED_OR_EMBEDDED","QUOTED_SCRIPTURE","REMOVE_QUOTED_SCRIPTURE","","REMOVE_QUOTED_SCRIPTURE","","reproduced scripture"
"4276#0","4276","God bless you and your family.","God bless you and your family.","God bless you and your family.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"4298#0","4298","Ask and you shall receive.","Ask and you shall receive.","Ask and you shall receive.","QUOTED_OR_EMBEDDED","QUOTED_SCRIPTURE","REMOVE_QUOTED_SCRIPTURE","","REMOVE_QUOTED_SCRIPTURE","","reproduced scripture"
"430#0","430","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"434#0","434","God bless, Q","God bless, Q","God bless,","Q_AUTHORED_CURRENT_POST","Q_BODY","NEEDS_CONTEXT","","REMOVE_BLESSING_OR_VALEDICTION","","blessing/valediction, Q signature cut into its own span (rule 7)"
"4374#0","4374","Be strong in the Lord.","Be strong in the Lord.","Be strong in the Lord.","QUOTED_OR_EMBEDDED","QUOTED_SCRIPTURE","REMOVE_QUOTED_SCRIPTURE","","REMOVE_QUOTED_SCRIPTURE","","reproduced scripture"
"4387#0","4387","GOD BLESS AMERICA.","GOD BLESS AMERICA.","GOD BLESS AMERICA.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"4397#2","4397","Be Strong in the Lord.","Be Strong in the Lord.","Be Strong in the Lord.","QUOTED_OR_EMBEDDED","QUOTED_SCRIPTURE","REMOVE_QUOTED_SCRIPTURE","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","REMOVE_QUOTED_SCRIPTURE","","reproduced scripture"
"4397#5","4397","Pray for America.","Pray for America.","Pray for America.","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","Religion & Spirituality","canonical post body, no embedded-source evidence"
"4397#6","4397","Put on the full armor of God, so that you can take your stand against the devil's schemes.","Put on the full armor of God, so that you can take your stand against the devil's schemes.","Put on the full armor of God, so that you can take your stand against the devil's schemes.","QUOTED_OR_EMBEDDED","QUOTED_SCRIPTURE","REMOVE_QUOTED_SCRIPTURE","","REMOVE_QUOTED_SCRIPTURE","","reproduced scripture"
"44#0","44","God bless.","God bless.","God bless.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"4419#0","4419","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4427#0","4427","Have faith in Humanity.","Have faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4429#0","4429","Put on the full armor of God, so that you can take your stand against the devil's schemes.","Put on the full armor of God, so that you can take your stand against the devil’s schemes.","Put on the full armor of God, so that you can take your stand against the devil’s schemes.","QUOTED_OR_EMBEDDED","QUOTED_SCRIPTURE","REMOVE_QUOTED_SCRIPTURE","REMOVE_STATEMENT_OR_HEADING","REMOVE_QUOTED_SCRIPTURE","","reproduced scripture"
"4429#1","4429","Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.","Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.","Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.","QUOTED_OR_EMBEDDED","QUOTED_SCRIPTURE","REMOVE_QUOTED_SCRIPTURE","REMOVE_STATEMENT_OR_HEADING","REMOVE_QUOTED_SCRIPTURE","","reproduced scripture"
"4429#2","4429","Have faith in Humanity.","Have faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_QUOTED_SCRIPTURE","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4429#3","4429","Have faith in Yourself.","Have faith in Yourself.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4429#4","4429","Have faith in God.","Have faith in God.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_SCRIPTURE","","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","Religion & Spirituality","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale. The complete sentence names a religious object, so Religion & Spirituality is dual-assigned."
"443#0","443","Godspeed, Patriot.","Godspeed, Patriot.","Godspeed, Patriot.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"4437#0","4437","find('input.js-password-field').set(ENV['TWITTER_PASSWORD']) click_on('Log in') end","find('input.js-password-field').set(ENV['TWITTER_PASSWORD']) click_on('Log in') end","find('input.js-password-field').set(ENV['TWITTER_PASSWORD']) click_on('Log in') end","Q_AUTHORED_CURRENT_POST","CODE_OR_TECHNICAL_TEXT","NEEDS_CONTEXT","","REMOVE_CODE_OR_TECHNICAL_TEXT","","scraped source code — never a natural-language Directive (rule 9)"
"4437#1","4437","end","end","end","Q_AUTHORED_CURRENT_POST","CODE_OR_TECHNICAL_TEXT","KEEP_Q_DIRECTIVE","","REMOVE_CODE_OR_TECHNICAL_TEXT","","scraped source code — never a natural-language Directive (rule 9)"
"4437#2","4437","find('input.js-username-field').set(ENV['TWITTER_USERNAME'])","find('input.js-username-field').set(ENV['TWITTER_USERNAME'])","find('input.js-username-field').set(ENV['TWITTER_USERNAME'])","Q_AUTHORED_CURRENT_POST","CODE_OR_TECHNICAL_TEXT","KEEP_Q_DIRECTIVE","","REMOVE_CODE_OR_TECHNICAL_TEXT","","scraped source code — never a natural-language Directive (rule 9)"
"4437#3","4437","find('input.js-password-field').set(ENV['TWITTER_PASSWORD'])","find('input.js-password-field').set(ENV['TWITTER_PASSWORD'])","find('input.js-password-field').set(ENV['TWITTER_PASSWORD'])","Q_AUTHORED_CURRENT_POST","CODE_OR_TECHNICAL_TEXT","KEEP_Q_DIRECTIVE","","REMOVE_CODE_OR_TECHNICAL_TEXT","","scraped source code — never a natural-language Directive (rule 9)"
"4437#4","4437","find('input.FormControl').set(url)","find('input.FormControl').set(url)","find('input.FormControl').set(url)","Q_AUTHORED_CURRENT_POST","CODE_OR_TECHNICAL_TEXT","KEEP_Q_DIRECTIVE","","REMOVE_CODE_OR_TECHNICAL_TEXT","","scraped source code — never a natural-language Directive (rule 9)"
"4460#0","4460","Have faith in Humanity.","Have faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4463#0","4463","Put on the full armor of God so that you can take your stand against the devil's schemes.","Put on the full armor of God so that you can take your stand against the devil's schemes.","Put on the full armor of God so that you can take your stand against the devil's schemes.","QUOTED_OR_EMBEDDED","QUOTED_SCRIPTURE","REMOVE_QUOTED_SCRIPTURE","","REMOVE_QUOTED_SCRIPTURE","","reproduced scripture"
"4491#0","4491","Have faith in Humanity.","Have faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4491#1","4491","Have faith in yourself.","Have faith in yourself.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4530#0","4530","God bless each and every one of you.","God bless each and every one of you.","God bless each and every one of you.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"4550#0","4550","Have faith in Humanity.","Have faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4550#1","4550","Have faith in yourself.","Have faith in yourself.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4553#10","4553","Select [public discovery] topics are deemed and ranked in priority order [ranking determines use of assets [big-to-small]].","Select [public discovery] topics are deemed and ranked in priority order [ranking determines use of assets [big-to-small]].","Select [public discovery] topics are deemed and ranked in priority order [ranking determines use of assets [big-to-small]].","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"4556#0","4556","Select [public discovery] topics are deemed and ranked in priority order [ranking determines use of assets [big-to-small]].","Select [public discovery] topics are deemed and ranked in priority order [ranking determines use of assets [big-to-small]].","Select [public discovery] topics are deemed and ranked in priority order [ranking determines use of assets [big-to-small]].","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"4566#1","4566","Have faith in Humanity.","Have faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"457#1","457","God bless you all.","God bless you all.","God bless you all.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"458#1","458","God bless.","God bless.","God bless.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"4580#0","4580","Have faith in Humanity.","Have faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4588#1","4588","Have faith in Humanity.","Have faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4593#0","4593","Have faith and trust in yourself.","Have faith and trust in yourself.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4608#0","4608","God Bless America.","God Bless America.","God Bless America.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
"4627#0","4627","Have Faith in Humanity.","Have Faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4627#1","4627","Have Faith in Yourself.","Have Faith in Yourself.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4648#1","4648","Have faith in Humanity.","Have faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4648#2","4648","Have faith in Yourself.","Have faith in Yourself.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4648#3","4648","God bless.","God bless.","God bless.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_BLESSING_OR_VALEDICTION","","REMOVE_BLESSING_OR_VALEDICTION","","blessing or valediction, not a command"
