recordId,postNum,storedPhrase,sentenceText,directivePhrase,authorshipState,sourceType,priorRuling,v3Ruling,proposedRuling,themes,reason
"4#3","4","Again, there are a lot more good people than bad so have faith.","Again, there are a lot more good people than bad so have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"409#1","409","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"430#0","430","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"434#0","434","God bless, Q","God bless, Q","God bless,","Q_AUTHORED_CURRENT_POST","Q_BODY","NEEDS_CONTEXT","","REMOVE_BLESSING_OR_VALEDICTION","","blessing/valediction, Q signature cut into its own span (rule 7)"
"4419#0","4419","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4427#0","4427","Have faith in Humanity.","Have faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4429#2","4429","Have faith in Humanity.","Have faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_QUOTED_SCRIPTURE","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4429#3","4429","Have faith in Yourself.","Have faith in Yourself.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4429#4","4429","Have faith in God.","Have faith in God.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_SCRIPTURE","","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","Religion & Spirituality","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale. The complete sentence names a religious object, so Religion & Spirituality is dual-assigned."
"4437#0","4437","find('input.js-password-field').set(ENV['TWITTER_PASSWORD']) click_on('Log in') end","find('input.js-password-field').set(ENV['TWITTER_PASSWORD']) click_on('Log in') end","find('input.js-password-field').set(ENV['TWITTER_PASSWORD']) click_on('Log in') end","Q_AUTHORED_CURRENT_POST","CODE_OR_TECHNICAL_TEXT","NEEDS_CONTEXT","","REMOVE_CODE_OR_TECHNICAL_TEXT","","scraped source code — never a natural-language Directive (rule 9)"
"4437#1","4437","end","end","end","Q_AUTHORED_CURRENT_POST","CODE_OR_TECHNICAL_TEXT","KEEP_Q_DIRECTIVE","","REMOVE_CODE_OR_TECHNICAL_TEXT","","scraped source code — never a natural-language Directive (rule 9)"
"4437#2","4437","find('input.js-username-field').set(ENV['TWITTER_USERNAME'])","find('input.js-username-field').set(ENV['TWITTER_USERNAME'])","find('input.js-username-field').set(ENV['TWITTER_USERNAME'])","Q_AUTHORED_CURRENT_POST","CODE_OR_TECHNICAL_TEXT","KEEP_Q_DIRECTIVE","","REMOVE_CODE_OR_TECHNICAL_TEXT","","scraped source code — never a natural-language Directive (rule 9)"
"4437#3","4437","find('input.js-password-field').set(ENV['TWITTER_PASSWORD'])","find('input.js-password-field').set(ENV['TWITTER_PASSWORD'])","find('input.js-password-field').set(ENV['TWITTER_PASSWORD'])","Q_AUTHORED_CURRENT_POST","CODE_OR_TECHNICAL_TEXT","KEEP_Q_DIRECTIVE","","REMOVE_CODE_OR_TECHNICAL_TEXT","","scraped source code — never a natural-language Directive (rule 9)"
"4437#4","4437","find('input.FormControl').set(url)","find('input.FormControl').set(url)","find('input.FormControl').set(url)","Q_AUTHORED_CURRENT_POST","CODE_OR_TECHNICAL_TEXT","KEEP_Q_DIRECTIVE","","REMOVE_CODE_OR_TECHNICAL_TEXT","","scraped source code — never a natural-language Directive (rule 9)"
"4460#0","4460","Have faith in Humanity.","Have faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4491#0","4491","Have faith in Humanity.","Have faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4491#1","4491","Have faith in yourself.","Have faith in yourself.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4509#6","4509","Mission 3: Guide [awaken] others through use of facts [DECLAS 1-99 material and other relevant facts] and memes [decouple MSDNC control of info stream] _ask 'counter' questions to initiate 'thought' vs repeat [echo] of MSDNC propaganda","Mission 3: Guide [awaken] others through use of facts [DECLAS 1-99 material and other relevant facts] and memes [decouple MSDNC control of info stream] _ask 'counter' questions to initiate 'thought' vs repeat [echo] of MSDNC propaganda","Mission 3: Guide [awaken] others through use of facts [DECLAS 1-99 material and other relevant facts] and memes [decouple MSDNC control of info stream] _ask 'counter' questions to initiate 'thought' vs repeat [echo] of MSDNC propaganda","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"4509#7","4509","Mission 4: Learn use of camouflage [digitally] _primary account suspended-terminated _use of secondary","Mission 4: Learn use of camouflage [digitally] _primary account suspended-terminated _use of secondary","Mission 4: Learn use of camouflage [digitally] _primary account suspended-terminated _use of secondary","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"4511#0","4511","Use of general public to counter the narrative [propaganda] push by controlled media.","Use of general public to counter the narrative [propaganda] push by controlled media.","Use of general public to counter the narrative [propaganda] push by controlled media.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"4545#0","4545","Think HRC install: [2+] Supreme Court Justices, 200+ judges, rogue elements expanded inside DOJ, FBI, CIA, NSA, WH, STATE, …….removal 2nd amendment, border etc. ……… America for sale: China, Russia, Iran, Syria…….ISIS & AL Q expansion…….expansion surv of domestic citizens…….modify/change voter rules and regulations allow illegals+ballot harvesting w/ SC backed liberal-social opinion………sell off of military to highest bidder to fight internal long-standing wars……..","Think HRC install: [2+] Supreme Court Justices, 200+ judges, rogue elements expanded inside DOJ, FBI, CIA, NSA, WH, STATE, …….removal 2nd amendment, border etc. ……… America for sale: China, Russia, Iran, Syria…….ISIS & AL Q expansion…….expansion surv of domestic citizens…….modify/change voter rules and regulations allow illegals+ballot harvesting w/ SC backed liberal-social opinion………sell off of military to highest bidder to fight internal long-standing wars……..","Think HRC install: [2+] Supreme Court Justices, 200+ judges, rogue elements expanded inside DOJ, FBI, CIA, NSA, WH, STATE, …….removal 2nd amendment, border etc. ……… America for sale: China, Russia, Iran, Syria…….ISIS & AL Q expansion…….expansion surv of domestic citizens…….modify/change voter rules and regulations allow illegals+ballot harvesting w/ SC backed liberal-social opinion………sell off of military to highest bidder to fight internal long-standing wars……..","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"4550#0","4550","Have faith in Humanity.","Have faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4550#1","4550","Have faith in yourself.","Have faith in yourself.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4553#10","4553","Select [public discovery] topics are deemed and ranked in priority order [ranking determines use of assets [big-to-small]].","Select [public discovery] topics are deemed and ranked in priority order [ranking determines use of assets [big-to-small]].","Select [public discovery] topics are deemed and ranked in priority order [ranking determines use of assets [big-to-small]].","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"4556#0","4556","Select [public discovery] topics are deemed and ranked in priority order [ranking determines use of assets [big-to-small]].","Select [public discovery] topics are deemed and ranked in priority order [ranking determines use of assets [big-to-small]].","Select [public discovery] topics are deemed and ranked in priority order [ranking determines use of assets [big-to-small]].","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"4566#1","4566","Have faith in Humanity.","Have faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4580#0","4580","Have faith in Humanity.","Have faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4588#1","4588","Have faith in Humanity.","Have faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4593#0","4593","Have faith and trust in yourself.","Have faith and trust in yourself.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4627#0","4627","Have Faith in Humanity.","Have Faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4627#1","4627","Have Faith in Yourself.","Have Faith in Yourself.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4648#1","4648","Have faith in Humanity.","Have faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4648#2","4648","Have faith in Yourself.","Have faith in Yourself.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4734#2","4734","Deploy camouflage.","Deploy camouflage.","Deploy camouflage.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"4734#3","4734","Drop all references re: 'Q' 'Qanon' etc. to avoid ban/termination _censorship install.","Drop all references re: 'Q' 'Qanon' etc. to avoid ban/termination _censorship install.","Drop all references re: 'Q' 'Qanon' etc. to avoid ban/termination _censorship install.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"4734#4","4734","Keep charging, Midnight Riders!","Keep charging, Midnight Riders!","Keep charging, Midnight Riders!","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","canonical post body, no embedded-source evidence"
"4746#0","4746","Have faith in Humanity.","Have faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4760#0","4760","Have faith in your research.","Have faith in your research.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"4915#0","4915","Have faith in Humanity.","Have faith in Humanity.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"5#2","5","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"520#4","520","Get smart, MAKE AMERICA GREAT AGAIN!","Get smart, MAKE AMERICA GREAT AGAIN!","Get smart, MAKE AMERICA GREAT AGAIN!","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","greentext arrow with no matching quoted source — Q's own bullet"
"521#0","521","Have FAITH - WE ARE IN CONTROL.","Have FAITH - WE ARE IN CONTROL.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"521#1","521","HAVE FAITH.","HAVE FAITH.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"556#0","556","Have FAITH, Patriot.","Have FAITH, Patriot.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"59#0","59","Remember, information is everything, the flow of information is no longer controlled by the MSM but by you/others.","Remember, information is everything, the flow of information is no longer controlled by the MSM but by you/others.","Remember, information is everything, the flow of information is no longer controlled by the MSM but by you/others.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"6#1","6","Focus on Military Intelligence/ State Secrets and why might that be used vs any three letter agency","Focus on Military Intelligence/ State Secrets and why might that be used vs any three letter agency","Focus on Military Intelligence/ State Secrets and why might that be used vs any three letter agency","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"6#2","6","Don't fool yourself into thinking Obama, Soros, Roth's, Clinton's etc have more power present day than POTUS.","Don’t fool yourself into thinking Obama, Soros, Roth’s, Clinton’s etc have more power present day than POTUS.","Don’t fool yourself into thinking Obama, Soros, Roth’s, Clinton’s etc have more power present day than POTUS.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"6#5","6","Again, there are a lot more good people than bad so have faith.","Again, there are a lot more good people than bad so have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"668#3","668","HAVE FAITH.","HAVE FAITH.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"67#1","67","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"690#0","690","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"70#0","70","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"76#0","76","Have faith.","Have faith.","have faith","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_STATEMENT_OR_HEADING","REMOVE_STATEMENT_OR_HEADING","KEEP_Q_DIRECTIVE","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"767#1","767","GOD BLESS, Q","GOD BLESS, Q","GOD BLESS,","Q_AUTHORED_CURRENT_POST","Q_BODY","NEEDS_CONTEXT","","REMOVE_BLESSING_OR_VALEDICTION","","blessing/valediction, Q signature cut into its own span (rule 7)"
"91#0","91","Put simply, Obama ultimately OK'd by using the non govt email addy to communicate w/ Clinton.","Put simply, Obama ultimately OK’d by using the non govt email addy to communicate w/ Clinton.","Put simply, Obama ultimately OK’d by using the non govt email addy to communicate w/ Clinton.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"91#1","91","Remember he lied about knowing but that ultimately came out in the dump.","Remember he lied about knowing but that ultimately came out in the dump.","Remember he lied about knowing but that ultimately came out in the dump.","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_QUOTED_OR_THIRD_PARTY","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
