postNum,line,completeText,oldProvenance,newProvenance,sourceType,structure,confidence,referencedPostNum,direction,reason,affectedConsumers
"1442","0",">>1693990","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Entities"
"1447","0",">>1694833","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1450","0",">>1699199","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims|Emphasis|Entities"
"1452","0",">>1699750","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Claims|Entities"
"1453","0",">>1699813","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims|Codes|Emphasis|Entities|Themes"
"1454","1","Leaders of EU only care about protecting flow of MONEY - NOT the safety and security of their people/world.","QUOTED_OR_EMBEDDED (sustained prose block — pasted or quoted passage)","Q_AUTHORED_CURRENT_POST","Q_BODY","PROSE","HIGH","","OLD_QUOTED_TO_NEW_Q_BODY","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation","Questions|Claims|Emphasis|Entities|Themes"
"1454","2","IRAN deal orchestrated for the sole purpose of lifting sanctions (blockade) to allow access of foreign businesses for individual & co-wide enrichment. SCAM!!!","QUOTED_OR_EMBEDDED (sustained prose block — pasted or quoted passage)","Q_AUTHORED_CURRENT_POST","Q_BODY","PROSE","HIGH","","OLD_QUOTED_TO_NEW_Q_BODY","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation","Questions|Claims|Emphasis|Entities|Themes"
"1456","0",">>1700690","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims|Codes|Emphasis|Entities"
"1458","0",">>1701838","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1457","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Claims|Entities|Themes"
"1458","1","""Asked about the letter, however, a DOJ official said Rosenstein is currently “representing the United States in a brief unrelated visit to a foreign nation, one of America’s key intelligence partners,” indicating he would plan on responding during the previously scheduled briefing on Thursday.""","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_THIRD_PARTY","PROSE","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","self-contained quotation: one line opening and closing on quotation marks, paragraph length","Claims|Entities|Themes"
"1459","0",">>1701934","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1458","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1460","0",">>1702926","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims"
"1461","0",">>1703606","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions|Claims|Entities"
"1462","0",">>1703935","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions|Claims|Emphasis|Entities"
"1463","0",">>1704039","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Entities"
"1466","0",">>1714630","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1467","0",">>1714675","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1466","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Entities"
"1468","0",">>1714785","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1469","0",">>1714826","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"147","0",">>149152383","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","146","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions|Claims|Entities|Themes"
"1470","0",">>1714982","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions|Claims|Codes|Emphasis|Entities|Themes"
"1471","0",">>1715083","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims|Entities"
"1477","0",">>1718351","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1478","0",">>1718708","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Claims|Emphasis|Entities"
"1479","0",">>1718830","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1478","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions"
"1482","0",">>1722473","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1481","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Entities"
"1483","0",">>1723305","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions|Emphasis|Entities|Themes"
"1484","0",">>1723395","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions|Entities|Themes"
"1486","0",">>1723756","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions"
"1487","0",">>1723855","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Claims|Themes"
"1488","0",">>1723986","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1491","0",">>1730584","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1490","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions|Entities|Themes"
"1492","0",">>1731991","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims|Entities|Themes"
"1493","0",">>1732221","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1492","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Claims|Entities|Themes"
"1494","0",">>1732221","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1492","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims|Emphasis|Entities|Themes"
"1497","0",">>1739449","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1496","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Entities"
"1501","0",">>1762746","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1500","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1502","0",">>1762748","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1501","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1503","0",">>1762874","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives"
"1504","0",">>1762921","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims|Entities|Themes"
"1505","0",">>1763093","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Claims"
"1506","0",">>1763343","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Entities"
"1507","0",">>1763411","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions|Entities"
"1508","0",">>1764437","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1509","0",">>1764453","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Entities|Themes"
"1510","0",">>1764595","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1509","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims|Emphasis|Entities|Themes"
"1511","0",">>1764782","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives"
"1512","0",">>1764829","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1510","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Claims|Entities|Themes"
"1514","0",">>1768697","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1516","0",">>1769202","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1515","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions|Claims|Emphasis|Entities"
"1517","0",">>1769691","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims|Entities|Themes"
"1518","0",">>1769812","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Claims|Themes"
"1519","0",">>1769896","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Claims|Themes"
"152","0",">>149402286","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions"
"1521","0",">>1784355","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1522","0",">>1784394","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions|Claims|Entities|Themes"
"1523","0",">>1762746","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1500","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1524","0",">>1784493","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives"
"1526","0",">>1784660","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Entities|Themes"
"1527","0",">>1784823","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"153","8","Perhaps he could not stomach the thought of children being kidnapped, drugged, and raped while leaders/law enforcement of the world turn a blind eye.","QUOTED_OR_EMBEDDED (sustained prose block — pasted or quoted passage)","Q_AUTHORED_CURRENT_POST","Q_BODY","PROSE","HIGH","","OLD_QUOTED_TO_NEW_Q_BODY","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation","Directives|Questions|Claims|Entities|Themes"
"153","9","Perhaps he was tired of seeing how certain races/countries were being constantly abused and kept in need/poor/and suffering all for a specific purpose.","QUOTED_OR_EMBEDDED (sustained prose block — pasted or quoted passage)","Q_AUTHORED_CURRENT_POST","Q_BODY","PROSE","HIGH","","OLD_QUOTED_TO_NEW_Q_BODY","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation","Directives|Questions|Claims|Entities|Themes"
"1530","0",">>1785535","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1531","0",">>1785584","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions"
"1533","0",">>1790063","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions|Claims|Entities"
"1534","0",">>1790105","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1533","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims|Codes|Entities|Themes"
"1535","0",">>1790261","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Emphasis|Entities|Themes"
"1536","0",">>1790916","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1537","0",">>1791066","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Claims"
"1541","0",">>1794556","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1540","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1545","0",">>1795201","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Themes"
"1547","0",">>1798338","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions|Codes|Emphasis|Themes"
"1550","0",">>1803191","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Entities"
"1552","0",">>1804036","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions|Claims|Codes|Emphasis|Entities|Themes"
"1553","0","“Attorney General Jeff Sessions has also said U.S. Attorney John Huber is investigating claims of FBI and DOJ misconduct related to these actions, noting that Huber would be “conducting his work from outside the Washington D.C. area and “in cooperation” with Horowitz.”","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_THIRD_PARTY","PROSE","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","self-contained quotation: one line opening and closing on quotation marks, paragraph length","Questions|Claims|Codes|Emphasis|Entities|Themes"
"1554","0",">>1805065","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1557","0",">>1807979","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims"
"1561","0",">>1814299","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions"
"1562","0",">>1814421","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1561","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions"
"1565","0",">>1821067","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1567","0",">>1822727","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Entities"
"1568","0",">>1822797","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1567","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions|Codes|Entities"
"1569","0",">>1823342","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Entities|Themes"
"1571","0",">>1828481","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1570","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1572","0",">>1828594","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1577","0",">>1836621","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Themes"
"1578","0",">>1837019","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1577","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives"
"1580","0",">>1838246","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1579","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Questions"
"1583","0",">>1842592","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Entities|Themes"
"1584","0",">>1842655","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1583","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions"
"1585","0",">>1842740","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1584","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Claims|Emphasis|Themes"
"1586","0",">>1843055","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1585","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Emphasis"
"1588","0",">>1915774","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims|Entities"
"1589","0",">>1915880","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1588","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims|Codes|Emphasis|Entities|Themes"
"159","0",">>150169787","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1590","0",">>1916176","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1591","0",">>1916245","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims|Emphasis|Entities"
"1593","0",">>1917343","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1592","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1597","0",">>1918879","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1596","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1598","0",">>1918887","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1597","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer",""
"1599","0",">>1918913","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions"
"160","0",">>150169796","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Emphasis"
"1602","0",">>1925226","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","BOARD_POINTER","HIGH","","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims|Emphasis|Entities|Themes"
"1603","0",">>1925332","Q_AUTHORED_CURRENT_POST","QUOTED_OR_EMBEDDED","QUOTED_PRIOR_Q_POST","BOARD_POINTER","HIGH","1602","OLD_Q_BODY_TO_NEW_QUOTED","board back-reference pointer","Directives|Questions|Claims|Codes|Emphasis|Entities|Themes"
"1603","8","The age of taxing our citizens across the World while entry to our markets is FREE is OVER.","QUOTED_OR_EMBEDDED (sustained prose block — pasted or quoted passage)","Q_AUTHORED_CURRENT_POST","Q_BODY","PROSE","HIGH","","OLD_QUOTED_TO_NEW_Q_BODY","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation","Directives|Questions|Claims|Codes|Emphasis|Entities|Themes"
