stableOccurrenceId,postNum,oldRuling,finalRuling,oldSentenceText,newFullSentenceText,directivePhrase,directiveSegments,religiousSegment,themes,authorshipState,sourceType,dataAction,reason
"2126#1","2126","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","READY THE MEMES.","READY THE MEMES.","READY THE MEMES.","READY THE MEMES.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2135#0","2135","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Think DOJ/FBI classified leaks to FAKE NEWS > insert into FISA app in effort to provide 'new sources'.","Think DOJ/FBI classified leaks to FAKE NEWS > insert into FISA app in effort to provide 'new sources'.","Think DOJ/FBI classified leaks to FAKE NEWS > insert into FISA app in effort to provide 'new sources'.","Think DOJ/FBI classified leaks to FAKE NEWS > insert into FISA app in effort to provide 'new sources'.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2139#0","2139","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Update requested.","Update requested.","Update requested.","Update requested.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2141#0","2141","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Make it and they will crumb.","Make it and they will crumb.","Make it and they will crumb.","Make it and they will crumb.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2146#0","2146","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","PREPARE YOUR MEMES.","PREPARE YOUR MEMES.","PREPARE YOUR MEMES.","PREPARE YOUR MEMES.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2147#0","2147","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","ATTENTION ON DECK.","ATTENTION ON DECK.","ATTENTION ON DECK.","ATTENTION ON DECK.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"215#0","215","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Focus on his wife.","Focus on his wife.","Focus on his wife.","Focus on his wife.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2161#0","2161","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Enjoy the show.","Enjoy the show.","Enjoy the show.","Enjoy the show.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2165#0","2165","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Reconcile.","Reconcile.","Reconcile.","Reconcile.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2165#1","2165","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","THINK TODAY.","THINK TODAY.","THINK TODAY.","THINK TODAY.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2166#0","2166","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","STAY STRONG.","STAY STRONG.","STAY STRONG.","STAY STRONG.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2166#1","2166","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","STAY TOGETHER.","STAY TOGETHER.","STAY TOGETHER.","STAY TOGETHER.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2166#2","2166","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","EXPECT TWITTER/FB FORCE NEXT.","EXPECT TWITTER/FB FORCE NEXT.","EXPECT TWITTER/FB FORCE NEXT.","EXPECT TWITTER/FB FORCE NEXT.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2171#0","2171","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Define 'Fascism'.","Define 'Fascism'.","Define 'Fascism'.","Define 'Fascism'.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2171#1","2171","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Define 'Censorship'.","Define 'Censorship'.","Define 'Censorship'.","Define 'Censorship'.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2171#2","2171","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Define 'Narrative'.","Define 'Narrative'.","Define 'Narrative'.","Define 'Narrative'.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2171#3","2171","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Define 'Projection'.","Define 'Projection'.","Define 'Projection'.","Define 'Projection'.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2171#4","2171","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Define 'Psychological Projection'.","Define 'Psychological Projection'.","Define 'Psychological Projection'.","Define 'Psychological Projection'.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2171#5","2171","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Define 'Narcissist'.","Define 'Narcissist'.","Define 'Narcissist'.","Define 'Narcissist'.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2171#6","2171","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Define 'Dogma'.","Define 'Dogma'.","Define 'Dogma'.","Define 'Dogma'.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2171#7","2171","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Define 'Aggression'.","Define 'Aggression'.","Define 'Aggression'.","Define 'Aggression'.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2171#8","2171","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Define 'Suppression'.","Define 'Suppression'.","Define 'Suppression'.","Define 'Suppression'.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2171#9","2171","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Define 'Realism'.","Define 'Realism'.","Define 'Realism'.","Define 'Realism'.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2178#0","2178","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","REMEMBER YOUR OATH","REMEMBER YOUR OATH","REMEMBER YOUR OATH","REMEMBER YOUR OATH","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2180#0","2180","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Define 'Traitor'.","Define 'Traitor'.","Define 'Traitor'.","Define 'Traitor'.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2184#0","2184","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Buckle up.","Buckle up.","Buckle up.","Buckle up.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2186#0","2186","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Compare date(s) of article(s) to drop.","Compare date(s) of article(s) to drop.","Compare date(s) of article(s) to drop.","Compare date(s) of article(s) to drop.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2187#0","2187","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","TEST [Thursday] by DoD to confirm 'free-flow' of direct comms.","TEST [Thursday] by DoD to confirm 'free-flow' of direct comms.","TEST [Thursday] by DoD to confirm 'free-flow' of direct comms.","TEST [Thursday] by DoD to confirm 'free-flow' of direct comms.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2189#0","2189","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Attention on deck.","Attention on deck.","Attention on deck.","Attention on deck.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"219#0","219","REMOVE_BLESSING_OR_VALEDICTION","REMOVE_BLESSING_OR_VALEDICTION","Godspeed.","","Godspeed.","Godspeed.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_FROM_DIRECTIVES","blessing or valediction, not a command"
"2190#0","2190","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","FIGHT, FIGHT, FIGHT!","FIGHT, FIGHT, FIGHT!","FIGHT, FIGHT, FIGHT!","FIGHT, FIGHT, FIGHT!","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2197#0","2197","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Activate ]SESSIONS[","Activate ]SESSIONS[","Activate ]SESSIONS[","Activate ]SESSIONS[","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"22#0","22","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Study and prepare.","Study and prepare.","Study and prepare.","Study and prepare.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"22#1","22","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Clean and swift.","Clean and swift.","Clean and swift.","Clean and swift.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"2206#0","2206","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","DEFINE PROJECTION.","DEFINE PROJECTION.","DEFINE PROJECTION.","DEFINE PROJECTION.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2206#1","2206","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","THINK ABOUT REAL-TIME 'Q' TRACKING.","THINK ABOUT REAL-TIME 'Q' TRACKING.","THINK ABOUT REAL-TIME 'Q' TRACKING.","THINK ABOUT REAL-TIME 'Q' TRACKING.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2206#2","2206","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","FIGHT!","FIGHT!","FIGHT!","FIGHT!","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2209#0","2209","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Listen carefully.","Listen carefully.","Listen carefully.","Listen carefully.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"221#0","221","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Expand your thinking.","Expand your thinking.","Expand your thinking.","Expand your thinking.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"221#1","221","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Re-read dumps.","Re-read dumps.","Re-read dumps.","Re-read dumps.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2211#0","2211","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Think yesterday.","Think yesterday.","Think yesterday.","Think yesterday.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2212#0","2212","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Enjoy the show.","Enjoy the show.","Enjoy the show.","Enjoy the show.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2213#0","2213","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Think of context.","Think of context.","Think of context.","Think of context.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2219#0","2219","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Watch those announcing 2020 P running.","Watch those announcing 2020 P running.","Watch those announcing 2020 P running.","Watch those announcing 2020 P running.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2222#0","2222","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Consider the vastness of space.","Consider the vastness of space.","Consider the vastness of space.","Consider the vastness of space.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"223#0","223","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Expand your thinking.","Expand your thinking.","Expand your thinking.","Expand your thinking.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2230#0","2230","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Note IG involved.","Note IG involved.","Note IG involved.","Note IG involved.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2231#0","2231","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Correct, Anon.","Correct, Anon.","Correct, Anon.","Correct, Anon.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2234#0","2234","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Imagine the frustration if we weren't here communicating w/ you.","Imagine the frustration if we weren't here communicating w/ you.","Imagine the frustration if we weren't here communicating w/ you.","Imagine the frustration if we weren't here communicating w/ you.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2234#1","2234","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Let your VOICES BE HEARD.","Let your VOICES BE HEARD.","Let your VOICES BE HEARD.","Let your VOICES BE HEARD.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2235#0","2235","REMOVE_BLESSING_OR_VALEDICTION","REMOVE_BLESSING_OR_VALEDICTION","God bless, Patriot.","","God bless, Patriot.","God bless, Patriot.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_FROM_DIRECTIVES","blessing or valediction, not a command"
"2239#0","2239","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","See something","See something","See something","See something","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2239#1","2239","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Say something","Say something","Say something","Say something","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"224#0","224","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Expand your thinking.","Expand your thinking.","Expand your thinking.","Expand your thinking.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"224#1","224","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Re-read.","Re-read.","Re-read.","Re-read.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2248#0","2248","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Ask yourself, how would 'FOREIGN' Allies' KNOW what is within a US TOP SECRET FISA warrant?","Ask yourself, how would 'FOREIGN' Allies' KNOW what is within a US TOP SECRET FISA warrant?","Ask yourself, how would 'FOREIGN' Allies' KNOW what is within a US TOP SECRET FISA warrant?","Ask yourself, how would 'FOREIGN' Allies' KNOW what is within a US TOP SECRET FISA warrant?","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2248#1","2248","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Ask yourself, why are [2] 'KEY' Allies' VERY CONCERNED re: DECLAS & RELEASE?","Ask yourself, why are [2] 'KEY' Allies' VERY CONCERNED re: DECLAS & RELEASE?","Ask yourself, why are [2] 'KEY' Allies' VERY CONCERNED re: DECLAS & RELEASE?","Ask yourself, why are [2] 'KEY' Allies' VERY CONCERNED re: DECLAS & RELEASE?","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2249#0","2249","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Imagine the information being shared NOW out of FEAR.","Imagine the information being shared NOW out of FEAR.","Imagine the information being shared NOW out of FEAR.","Imagine the information being shared NOW out of FEAR.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"225#0","225","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Expand further.","Expand further.","Expand further.","Expand further.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"225#1","225","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Make the connection.","Make the connection.","Make the connection.","Make the connection.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"225#2","225","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Map currently has 43 confirmed connections.","Map currently has 43 confirmed connections.","Map currently has 43 confirmed connections.","Map currently has 43 confirmed connections.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2250#0","2250","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Read carefully - significant!","Read carefully - significant!","Read carefully - significant!","Read carefully - significant!","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2251#0","2251","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","THINK FAKE NEWS MEDIA ATTACKS!","THINK FAKE NEWS MEDIA ATTACKS!","THINK FAKE NEWS MEDIA ATTACKS!","THINK FAKE NEWS MEDIA ATTACKS!","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2254#0","2254","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Remain CALM.","Remain CALM.","Remain CALM.","Remain CALM.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2255#0","2255","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Think PLAYBOOK.","Think PLAYBOOK.","Think PLAYBOOK.","Think PLAYBOOK.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2255#1","2255","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Think NYT article.","Think NYT article.","Think NYT article.","Think NYT article.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2255#2","2255","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Think [RR] meetings push.","Think [RR] meetings push.","Think [RR] meetings push.","Think [RR] meetings push.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"226#0","226","REMOVE_BLESSING_OR_VALEDICTION","REMOVE_BLESSING_OR_VALEDICTION","Godspeed.","","Godspeed.","Godspeed.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","REMOVE_FROM_DIRECTIVES","blessing or valediction, not a command"
"2263#0","2263","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","ENJOY THE RALLY @ THE 'Q' TONIGHT!","ENJOY THE RALLY @ THE 'Q' TONIGHT!","ENJOY THE RALLY @ THE 'Q' TONIGHT!","ENJOY THE RALLY @ THE 'Q' TONIGHT!","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2265#0","2265","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Think [Comey] memos.","Think [Comey] memos.","Think [Comey] memos.","Think [Comey] memos.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2269#0","2269","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Time to UNITE.","Time to UNITE.","Time to UNITE.","Time to UNITE.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2273#0","2273","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","PREPARE FOR 'SKY IS FALLING' WEEK.","PREPARE FOR 'SKY IS FALLING' WEEK.","PREPARE FOR 'SKY IS FALLING' WEEK.","PREPARE FOR 'SKY IS FALLING' WEEK.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2274#0","2274","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","TRUST GRASSLEY.","TRUST GRASSLEY.","TRUST GRASSLEY.","TRUST GRASSLEY.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2285#0","2285","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Think for yourself.","Think for yourself.","Think for yourself.","Think for yourself.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2285#1","2285","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Trust yourself.","Trust yourself.","Trust yourself.","Trust yourself.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2287#0","2287","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","FIGHT!","FIGHT!","FIGHT!","FIGHT!","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2291#0","2291","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Enjoy the show!","Enjoy the show!","Enjoy the show!","Enjoy the show!","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2292#0","2292","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Have faith, Patriots.","Have faith, Patriots.","have faith","have faith","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"2295#0","2295","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Reconcile.","Reconcile.","Reconcile.","Reconcile.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2297#0","2297","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","PREPARE.","PREPARE.","PREPARE.","PREPARE.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2298#0","2298","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","DROP THE MEMES","DROP THE MEMES","DROP THE MEMES","DROP THE MEMES","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2298#1","2298","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","BE LOUD - YOU HAVE A VOICE","BE LOUD - YOU HAVE A VOICE","BE LOUD - YOU HAVE A VOICE","BE LOUD - YOU HAVE A VOICE","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2298#2","2298","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","VOTE THEM ALL OUT","VOTE THEM ALL OUT","VOTE THEM ALL OUT","VOTE THEM ALL OUT","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2298#3","2298","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","PREPARE","PREPARE","PREPARE","PREPARE","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2298#4","2298","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","EXPECT COMMS BLACKOUT ATTEMPT (POTUS TWITTER)","EXPECT COMMS BLACKOUT ATTEMPT (POTUS TWITTER)","EXPECT COMMS BLACKOUT ATTEMPT (POTUS TWITTER)","EXPECT COMMS BLACKOUT ATTEMPT (POTUS TWITTER)","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2298#5","2298","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","THE TIME TO FIGHT!!!!!!!!","THE TIME TO FIGHT!!!!!!!!","THE TIME TO FIGHT!!!!!!!!","THE TIME TO FIGHT!!!!!!!!","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"23#0","23","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Note MI has the same SAPs as NSA, CIA etc as designated post 9-11.","Note MI has the same SAPs as NSA, CIA etc as designated post 9-11.","Note","Note","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","""Note"" is imperative with an elided ""that"". Opens the drop and is followed by ""Why is this relevant?"" — Q directing attention to a fact, then asking the reader to work on it."
"230#0","230","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Test","Test","Test","Test","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"230#1","230","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Test","Test","Test","Test","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2300#0","2300","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Define 'Treason'.","Define 'Treason'.","Define 'Treason'.","Define 'Treason'.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2300#1","2300","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Define 'Subversion'.","Define 'Subversion'.","Define 'Subversion'.","Define 'Subversion'.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2300#2","2300","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Think line of questions re: Sen.","Think line of questions re: Sen. Graham > Justice K re: 'Enemy Combatants'.","Think line of questions re: Sen.","Think line of questions re: Sen.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP_AND_EXPAND_TO_FULL_SENTENCE","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"2301#0","2301","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","STAY TUNED AND WATCH!","STAY TUNED AND WATCH!","STAY TUNED AND WATCH!","STAY TUNED AND WATCH!","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2305#0","2305","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Think NYC bomber 'fireworks' hours prior.","Think NYC bomber 'fireworks' hours prior.","Think NYC bomber 'fireworks' hours prior.","Think NYC bomber 'fireworks' hours prior.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
"2306#0","2306","KEEP_Q_DIRECTIVE","KEEP_Q_DIRECTIVE","Think WHY.","Think WHY.","Think WHY.","Think WHY.","","","Q_AUTHORED_CURRENT_POST","Q_BODY","KEEP","canonical post body, no embedded-source evidence"
